note,velocity,time
76,45,840
77,41,120
74,45,360
76,41,120
72,45,120
79,43,120
79,43,120
79,45,240
77,41,120
77,45,240
76,41,120
76,45,240
74,40,120
74,45,120
71,41,120
67,41,120
76,72,840
77,59,120
74,69,360
76,64,120
72,70,120
84,70,120
84,70,120
80,67,120
81,59,120
76,68,120
77,59,120
74,70,120
71,58,120
72,71,120
76,45,840
77,41,120
74,45,360
76,41,120
72,45,120
79,43,120
79,43,120
79,45,240
77,41,120
77,45,240
76,41,120
76,45,240
74,40,120
74,45,120
71,41,120
67,41,120
76,72,840
77,59,120
74,69,360
76,64,120
72,70,120
84,70,120
84,70,120
80,67,120
81,59,120
76,68,120
77,59,120
74,70,120
71,58,120
72,71,120
77,45,840
79,41,120
76,45,360
77,41,120
74,45,120
71,43,120
67,43,120
84,65,840
86,57,120
83,66,360
84,57,120
81,65,840
83,57,120
79,66,360
81,57,120
78,66,360
81,61,120
84,66,360
81,62,120
78,66,360
81,63,120
79,71,120
79,66,120
79,66,120
78,66,360
81,61,120
84,66,360
81,62,120
78,66,360
81,63,120
79,71,120
79,66,120
79,66,120
79,71,840
81,41,120
77,45,360
79,41,120
76,45,840
77,41,120
74,45,360
76,41,120
72,45,120
79,43,120
79,43,120
79,45,240
77,41,120
77,45,240
76,41,120
76,45,240
74,40,120
74,45,120
71,41,120
67,41,120
76,72,840
77,59,120
74,69,360
76,64,120
72,70,120
84,70,120
84,70,120
80,67,120
81,59,120
76,68,120
77,59,120
74,70,120
71,58,120
72,71,120
77,45,840
79,41,120
76,45,360
77,41,120
74,45,120
71,43,120
67,43,120
84,65,840
86,57,120
83,66,360
84,57,120
81,65,840
83,57,120
79,66,360
81,57,120
78,66,360
81,61,120
84,66,360
81,62,120
78,66,360
81,63,120
79,71,120
79,66,120
79,66,120
78,66,360
81,61,120
84,66,360
81,62,120
78,66,360
81,63,120
79,71,120
79,66,120
79,66,120
79,71,840
81,41,120
77,45,360
79,41,120
76,45,840
77,41,120
74,45,360
76,41,120
72,45,120
79,43,120
79,43,120
79,45,240
77,41,120
77,45,240
76,41,120
76,45,240
74,40,120
74,45,120
71,41,120
67,41,120
76,72,840
77,59,120
74,69,360
76,64,120
72,70,120
84,70,120
84,70,120
80,67,120
81,59,120
76,68,120
77,59,120
74,70,120
71,58,120
72,71,120
76,45,840
79,41,120
78,45,360
81,41,120
79,45,120
86,48,120
86,48,120
86,52,240
84,45,120
84,52,240
83,45,120
83,52,240
81,44,120
81,53,120
78,50,120
74,48,120
83,45,120
79,45,120
83,45,120
79,45,120
83,50,120
79,50,120
83,45,120
79,45,120
83,45,120
79,45,120
83,58,480
79,58,480
84,50,480
81,50,480
86,50,480
83,50,480
84,60,160
81,51,160
76,51,160
83,59,160
79,50,160
74,51,160
81,59,160
78,52,160
72,52,160
83,60,120
79,51,120
83,59,120
79,50,120
83,68,120
79,57,120
83,60,120
79,51,120
83,59,120
79,50,120
83,74,480
79,62,480
84,71,480
81,60,480
86,75,480
83,63,480
84,75,160
81,60,160
76,60,160
83,72,160
79,57,160
74,57,160
81,70,160
78,58,160
72,58,160
71,70,2400
79,70,2880
79,54,840
81,49,120
77,55,360
79,50,120
76,54,840
77,49,120
74,55,360
76,50,120
73,55,480
70,55,480
73,55,480
69,55,480
74,55,480
67,55,480
76,55,480
77,55,360
65,55,480
79,45,120
76,55,360
77,45,120
74,60,840
76,49,120
72,56,360
74,47,120
67,55,480
71,55,360
74,43,120
69,52,480
72,52,360
76,36,120
71,44,480
74,44,360
77,42,120
72,40,960
76,48,840
77,41,120
71,40,480
74,45,360
76,41,120
72,45,120
79,43,120
79,43,120
79,45,240
77,41,120
77,45,240
76,41,120
76,45,240
74,40,120
74,45,120
71,41,120
67,41,120
76,72,840
77,59,120
74,69,360
76,64,120
72,70,120
84,70,120
84,70,120
80,67,120
81,59,120
76,68,120
77,59,120
74,70,120
71,58,120
72,71,120
76,45,840
79,41,120
78,45,360
81,41,120
79,45,120
86,48,120
86,48,120
86,52,240
84,45,120
84,52,240
83,45,120
83,52,240
81,44,120
81,53,120
78,50,120
74,48,120
83,45,120
79,45,120
83,45,120
79,45,120
83,50,120
79,50,120
83,45,120
79,45,120
83,45,120
79,45,120
83,58,480
79,58,480
84,50,480
81,50,480
86,50,480
83,50,480
84,60,160
81,51,160
76,51,160
83,59,160
79,50,160
74,51,160
81,59,160
78,52,160
72,52,160
83,60,120
79,51,120
83,59,120
79,50,120
79,57,120
83,68,120
83,60,120
79,51,120
79,50,120
83,59,120
83,74,480
79,62,480
81,60,480
84,71,480
86,75,480
83,63,480
84,75,160
81,60,160
76,60,160
83,72,160
79,57,160
74,57,160
81,70,160
78,58,160
72,58,160
79,70,2880
71,70,2400
79,54,840
81,49,120
77,55,360
79,50,120
76,54,840
77,49,120
74,55,360
76,50,120
73,55,480
70,55,480
73,55,480
74,55,480
69,55,480
67,55,480
76,55,480
65,55,480
77,55,360
79,45,120
76,55,360
77,45,120
74,60,840
76,49,120
72,56,360
74,47,120
67,55,480
71,55,360
74,43,120
69,52,480
72,52,360
76,36,120
71,44,480
74,44,360
77,42,120
72,40,960
76,48,840
77,41,120
71,40,480
74,45,360
76,41,120
72,45,120
79,43,120
79,43,120
79,45,240
77,41,120
77,45,240
76,41,120
76,45,240
74,40,120
74,45,120
71,41,120
67,41,120
76,72,840
77,59,120
74,69,360
76,64,120
72,70,120
84,70,120
84,70,120
80,67,120
81,59,120
76,68,120
77,59,120
74,70,120
71,58,120
72,71,120
72,50,480
71,48,480
72,48,480
72,50,1440
74,50,480
75,49,480
77,54,480
72,55,480
75,55,480
71,45,480
74,45,480
67,54,480
79,54,480
74,52,480
77,52,480
72,46,480
75,46,480
71,46,480
74,46,480
72,59,240
77,53,240
76,57,240
79,53,240
77,57,240
84,61,240
82,60,240
74,53,240
75,58,240
74,53,240
75,58,240
82,62,240
72,61,240
80,53,240
79,58,240
75,53,240
77,59,240
74,53,240
75,64,480
72,50,480
71,48,480
72,48,480
72,50,1440
74,50,480
75,49,480
77,54,480
72,55,480
75,55,480
71,45,480
74,45,480
67,54,480
79,54,480
74,52,480
77,52,480
72,46,480
75,46,480
71,46,480
74,46,480
72,59,240
77,53,240
76,57,240
79,53,240
77,57,240
84,61,240
82,60,240
74,53,240
75,58,240
74,53,240
75,58,240
82,62,240
72,61,240
80,53,240
79,58,240
75,53,240
77,59,240
74,53,240
75,64,480
67,55,1440
79,67,240
78,57,240
79,67,240
75,57,240
74,67,240
72,60,240
71,55,1440
68,67,240
67,58,240
68,67,240
65,58,240
67,67,240
68,58,240
67,38,1440
79,46,240
78,39,240
79,46,240
75,39,240
74,46,240
72,42,240
71,38,1440
68,46,240
67,40,240
68,47,240
65,42,240
67,49,240
68,43,240
72,42,1440
67,51,240
65,45,240
67,52,240
63,46,240
65,54,240
67,48,240
67,46,1440
74,56,240
75,50,240
77,62,240
74,56,240
75,67,240
72,63,240
67,73,1920
79,73,2280
81,41,120
77,45,360
79,41,120
76,45,840
77,41,120
74,45,360
76,41,120
72,45,120
79,43,120
79,43,120
79,45,240
77,41,120
77,45,240
