note,velocity,time
63,32,120
67,38,120
63,32,120
67,38,120
67,43,120
63,36,120
67,44,120
63,36,120
63,41,120
67,49,120
63,42,120
67,49,120
63,44,120
67,53,120
63,44,120
67,53,120
63,44,120
67,53,120
63,43,120
67,52,120
63,39,120
67,46,120
63,38,120
67,46,120
67,47,120
63,40,120
67,46,120
63,39,120
67,41,120
63,34,120
67,41,120
63,34,120
70,44,120
65,37,120
70,45,120
65,38,120
68,51,120
65,44,120
68,53,120
65,45,120
65,49,120
68,59,120
65,49,120
68,59,120
63,42,120
67,51,120
63,42,120
67,50,120
63,44,120
67,53,120
63,43,120
67,52,120
72,44,120
66,37,120
63,37,120
72,44,120
66,36,120
63,36,120
65,40,120
62,33,120
65,39,120
62,33,120
70,37,120
68,31,120
62,31,120
70,37,120
68,31,120
62,31,120
75,43,120
67,36,120
63,36,120
75,43,120
67,36,120
63,36,120
63,42,120
67,42,120
75,50,120
63,42,120
67,42,120
75,51,120
63,48,120
67,48,120
75,57,120
63,49,120
67,49,120
75,58,120
63,52,120
68,52,120
75,62,120
75,63,120
68,53,120
63,53,120
63,59,120
70,59,120
75,70,120
63,59,120
70,59,120
75,70,120
75,64,120
71,55,120
63,55,120
75,64,120
71,54,120
63,54,120
63,58,120
72,58,120
75,69,120
63,57,120
72,57,120
75,68,120
65,64,120
72,64,120
75,77,120
77,77,120
65,64,120
72,64,120
75,77,120
77,77,120
79,78,120
75,78,120
70,66,120
67,66,120
79,78,120
75,78,120
70,66,120
67,66,120
75,50,120
70,42,120
67,42,120
75,49,120
70,41,120
67,41,120
70,49,120
63,40,120
70,47,120
63,39,120
62,32,120
68,32,120
70,38,120
70,37,120
68,31,120
62,31,120
70,35,120
68,29,120
62,29,120
70,35,120
68,29,120
62,29,120
62,32,120
68,32,120
71,38,120
70,35,120
68,29,120
62,29,120
70,35,120
68,29,120
62,29,120
75,39,480
67,33,480
63,33,480
63,32,120
67,38,120
63,32,120
67,38,120
67,43,120
63,36,120
67,44,120
63,36,120
63,41,120
67,49,120
63,42,120
67,49,120
63,44,120
67,53,120
63,44,120
67,53,120
63,44,120
67,53,120
63,43,120
67,52,120
63,39,120
67,46,120
63,38,120
67,46,120
67,47,120
63,40,120
67,46,120
63,39,120
67,41,120
63,34,120
67,41,120
63,34,120
70,44,120
65,37,120
70,45,120
65,38,120
68,51,120
65,44,120
68,53,120
65,45,120
65,49,120
68,59,120
65,49,120
68,59,120
63,42,120
67,51,120
63,42,120
67,50,120
63,44,120
67,53,120
63,43,120
67,52,120
72,44,120
66,37,120
63,37,120
72,44,120
66,36,120
63,36,120
65,40,120
62,33,120
65,39,120
62,33,120
70,37,120
68,31,120
62,31,120
70,37,120
68,31,120
62,31,120
75,43,120
67,36,120
63,36,120
75,43,120
67,36,120
63,36,120
63,42,120
67,42,120
75,50,120
63,42,120
67,42,120
75,51,120
63,48,120
67,48,120
75,57,120
63,49,120
67,49,120
75,58,120
63,52,120
68,52,120
75,62,120
75,63,120
68,53,120
63,53,120
63,59,120
70,59,120
75,70,120
63,59,120
70,59,120
75,70,120
75,64,120
71,55,120
63,55,120
75,64,120
71,54,120
63,54,120
63,58,120
72,58,120
75,69,120
63,57,120
72,57,120
75,68,120
65,64,120
72,64,120
75,77,120
77,77,120
65,64,120
72,64,120
75,77,120
77,77,120
79,78,120
75,78,120
70,66,120
67,66,120
79,78,120
75,78,120
70,66,120
67,66,120
75,50,120
70,42,120
67,42,120
75,49,120
70,41,120
67,41,120
70,49,120
63,40,120
70,47,120
63,39,120
62,32,120
68,32,120
70,38,120
70,37,120
68,31,120
62,31,120
70,35,120
68,29,120
62,29,120
70,35,120
68,29,120
62,29,120
62,32,120
68,32,120
71,38,120
70,35,120
68,29,120
62,29,120
70,35,120
68,29,120
62,29,120
75,39,480
67,33,480
63,33,480
65,39,120
67,46,120
67,41,120
65,28,120
63,43,120
72,51,120
63,32,120
72,45,120
63,48,120
72,57,120
63,49,120
72,58,120
72,56,120
63,47,120
72,56,120
63,47,120
60,39,120
67,39,120
72,46,120
67,35,120
72,42,120
60,35,120
70,59,120
67,50,120
60,50,120
60,50,120
67,50,120
70,59,120
68,52,120
65,44,120
60,44,120
68,52,120
65,44,120
60,44,120
59,47,120
67,56,120
65,47,120
59,47,120
67,56,120
65,47,120
71,54,120
67,45,120
62,45,120
67,45,120
71,54,120
62,45,120
60,49,120
67,49,120
72,58,120
72,55,120
67,46,120
60,46,120
65,56,120
67,56,120
74,66,120
65,57,120
67,57,120
74,68,120
67,62,120
75,74,120
63,62,120
67,62,120
75,75,120
63,62,120
79,82,120
72,69,120
67,69,120
79,82,120
72,69,120
67,69,120
84,85,120
79,85,120
72,72,120
84,85,120
79,85,120
72,72,120
72,50,120
66,42,120
62,42,120
72,49,120
66,41,120
62,41,120
67,40,120
71,49,120
62,40,120
67,39,120
71,47,120
62,39,120
62,27,120
68,27,120
70,32,120
70,31,120
68,26,120
62,26,120
75,36,120
67,30,120
63,30,120
75,37,120
67,31,120
63,31,120
63,37,120
67,37,120
75,45,120
63,38,120
67,38,120
75,46,120
63,44,120
67,44,120
75,53,120
63,46,120
67,46,120
75,55,120
63,50,120
68,50,120
75,60,120
75,61,120
68,51,120
63,51,120
63,59,120
70,59,120
75,70,120
63,59,120
70,59,120
75,70,120
75,64,120
71,55,120
63,55,120
75,64,120
71,54,120
63,54,120
63,58,120
72,58,120
75,69,120
63,57,120
72,57,120
75,68,120
65,64,120
72,64,120
75,77,120
77,77,120
65,64,120
72,64,120
75,77,120
77,77,120
79,78,120
75,78,120
70,66,120
67,66,120
79,78,120
75,78,120
70,66,120
67,66,120
75,50,120
70,42,120
67,42,120
75,49,120
70,41,120
67,41,120
70,49,120
63,40,120
70,47,120
63,39,120
62,32,120
68,32,120
70,38,120
70,37,120
68,31,120
62,31,120
70,35,120
68,29,120
62,29,120
70,35,120
68,29,120
62,29,120
62,32,120
68,32,120
71,38,120
70,35,120
68,29,120
62,29,120
70,35,120
68,29,120
62,29,120
75,39,480
67,33,480
63,33,480
65,39,120
67,46,120
67,41,120
65,28,120
63,43,120
72,51,120
63,32,120
72,45,120
63,48,120
72,57,120
63,49,120
72,58,120
72,56,120
63,47,120
72,56,120
63,47,120
60,39,120
67,39,120
72,46,120
67,35,120
72,42,120
60,35,120
70,59,120
67,50,120
60,50,120
60,50,120
67,50,120
70,59,120
68,52,120
65,44,120
60,44,120
68,52,120
65,44,120
60,44,120
59,47,120
67,56,120
65,47,120
59,47,120
67,56,120
65,47,120
71,54,120
67,45,120
62,45,120
67,45,120
71,54,120
62,45,120
60,49,120
67,49,120
72,58,120
72,55,120
67,46,120
60,46,120
65,56,120
67,56,120
74,66,120
65,57,120
67,57,120
74,68,120
67,62,120
75,74,120
63,62,120
67,62,120
75,75,120
63,62,120
79,82,120
72,69,120
67,69,120
79,82,120
72,69,120
67,69,120
84,85,120
79,85,120
72,72,120
84,85,120
79,85,120
72,72,120
72,50,120
66,42,120
62,42,120
72,49,120
66,41,120
62,41,120
67,40,120
71,49,120
62,40,120
67,39,120
71,47,120
62,39,120
62,32,120
68,32,120
70,38,120
70,37,120
68,31,120
62,31,120
75,36,120
67,30,120
63,30,120
75,37,120
67,31,120
63,31,120
63,37,120
67,37,120
75,45,120
63,38,120
67,38,120
75,46,120
63,44,120
67,44,120
75,53,120
63,46,120
67,46,120
75,55,120
63,50,120
68,50,120
75,60,120
75,61,120
68,51,120
63,51,120
63,59,120
70,59,120
75,70,120
63,59,120
70,59,120
75,70,120
75,59,120
71,50,120
63,50,120
75,59,120
71,49,120
63,49,120
63,58,120
72,58,120
75,69,120
63,57,120
72,57,120
75,68,120
65,64,120
72,64,120
75,77,120
77,77,120
65,64,120
72,64,120
75,77,120
77,77,120
79,78,120
75,78,120
70,66,120
67,66,120
79,78,120
75,78,120
70,66,120
67,66,120
75,50,120
70,42,120
67,42,120
75,49,120
70,41,120
67,41,120
70,49,120
63,40,120
70,47,120
63,39,120
62,32,120
68,32,120
70,38,120
70,37,120
68,31,120
62,31,120
63,30,120
67,30,120
70,36,120
70,35,120
67,29,120
63,29,120
70,43,120
63,36,120
58,36,120
70,42,120
63,35,120
58,35,120
57,31,120
69,37,120
63,31,120
57,31,120
69,37,120
63,31,120
56,28,120
63,28,120
68,34,120
56,28,120
63,28,120
68,34,120
67,34,120
63,28,120
55,28,120
55,28,120
63,28,120
67,34,120
70,43,120
63,36,120
58,36,120
70,42,120
63,35,120
58,35,120
57,31,120
69,37,120
63,31,120
57,31,120
69,37,120
63,31,120
56,28,120
63,28,120
68,34,120
56,28,120
63,28,120
68,34,120
67,34,120
63,28,120
55,28,120
55,28,120
63,28,120
67,34,120
67,47,120
65,47,120
55,39,120
67,47,120
65,47,120
55,39,120
55,43,120
67,51,120
63,51,120
55,43,120
67,52,120
63,52,120
55,51,120
63,61,120
67,61,120
55,52,120
63,62,120
67,62,120
60,60,120
67,71,120
70,71,120
70,71,120
67,71,120
60,60,120
68,49,120
65,41,120
60,41,120
68,49,120
65,41,120
60,41,120
58,26,120
67,37,120
63,26,120
58,26,120
67,37,120
63,26,120
56,23,120
62,23,120
65,34,120
56,23,120
62,23,120
65,34,120
63,34,120
55,28,120
55,28,120
63,34,120
56,38,120
62,45,120
56,38,120
62,45,120
63,32,120
55,27,120
63,32,120
55,27,120
56,38,120
62,45,120
56,38,120
62,45,120
63,32,120
55,27,120
63,32,120
55,27,120
56,30,120
62,36,120
56,30,120
62,36,120
63,25,120
55,21,120
63,25,120
55,21,120
56,24,120
62,28,120
56,24,120
62,28,120
55,16,480
63,20,480
70,66,240
67,66,240
75,78,240
79,78,240
79,71,240
82,71,240
87,85,240
91,85,240
55,74,960
58,74,960
63,88,960
