note,velocity,time
90,99,80
94,76,80
85,69,80
90,93,80
87,79,80
90,73,80
85,92,80
90,78,80
82,71,80
85,84,80
78,72,80
82,68,80
78,74,80
82,64,80
73,58,80
78,71,80
75,63,80
78,57,80
73,69,80
78,56,80
70,56,80
73,67,80
66,55,80
70,53,80
61,74,80
73,69,80
68,63,80
73,75,80
68,67,80
80,61,80
68,75,80
80,68,80
75,61,80
80,81,80
75,74,80
87,70,80
75,82,80
87,73,80
80,68,80
87,86,80
80,69,80
92,67,80
80,89,80
92,77,80
85,75,80
92,92,80
85,83,80
97,78,80
90,96,80
94,78,80
85,75,80
90,95,80
87,77,80
90,74,80
85,95,80
90,76,80
82,74,80
85,85,80
78,75,80
82,70,80
78,74,80
82,69,80
73,65,80
78,74,80
75,69,80
78,66,80
73,74,80
78,67,80
70,70,80
73,74,80
66,65,80
70,68,80
63,77,80
75,69,80
68,66,80
75,77,80
68,67,80
80,71,80
75,77,80
80,74,80
75,70,80
75,82,80
80,73,80
92,75,80
82,88,80
94,78,80
82,70,80
94,81,80
82,75,80
94,70,80
82,68,80
94,62,80
82,53,80
94,59,80
82,53,80
94,45,80
90,96,80
94,73,80
85,67,80
90,90,80
87,67,80
90,59,80
85,93,80
90,68,80
82,66,80
85,84,80
78,66,80
82,63,80
78,74,80
82,66,80
73,63,80
78,68,80
75,65,80
78,62,80
73,74,80
78,65,80
70,61,80
73,74,80
66,67,80
70,65,80
61,74,80
73,71,80
68,67,80
73,75,80
68,70,80
80,65,80
68,72,80
80,70,80
75,67,80
80,78,80
75,74,80
87,72,80
75,82,80
87,78,80
80,78,80
87,80,80
80,77,80
92,73,80
80,88,80
92,81,80
85,73,80
92,92,80
85,83,80
97,83,80
90,98,80
94,74,80
85,70,80
90,93,80
87,72,80
90,73,80
85,96,80
90,75,80
82,68,80
85,84,80
78,69,80
82,64,80
78,74,80
82,68,80
73,62,80
78,71,80
75,65,80
78,67,80
73,74,80
78,65,80
70,59,80
73,74,80
66,65,80
70,59,80
63,77,80
75,74,80
68,67,80
75,77,80
68,67,80
80,70,80
75,75,80
