note,velocity,time
69,79,480
65,73,240
62,70,1440
65,72,240
69,77,360
74,78,120
72,77,1320
70,75,120
69,70,720
69,77,120
69,77,480
65,63,40
62,63,28
64,63,28
65,63,28
64,72,240
62,72,240
65,70,240
69,72,240
74,76,360
77,77,120
76,79,1320
74,79,120
69,79,360
69,57,60
71,57,60
72,58,60
71,58,60
72,59,60
71,59,60
72,60,60
71,60,60
72,61,60
71,61,60
72,62,60
71,62,60
72,63,60
71,63,60
72,63,60
71,63,60
69,64,60
71,64,60
72,79,720
70,78,480
69,73,240
67,60,60
69,61,60
67,61,60
69,62,60
67,63,60
69,63,60
67,63,60
69,64,60
67,64,60
69,65,60
65,66,60
67,67,60
69,78,480
65,78,120
60,72,1440
60,72,144
62,61,48
60,62,48
59,63,48
60,63,48
62,63,48
64,64,48
65,64,48
67,65,48
69,66,48
70,66,48
72,67,48
74,68,48
76,69,48
77,69,48
79,70,48
81,71,48
82,71,48
84,72,48
86,72,48
88,72,48
89,73,48
91,74,48
93,75,48
94,75,48
96,76,48
98,77,48
100,77,48
101,90,480
71,64,60
72,64,60
71,64,60
72,64,60
71,64,60
72,64,60
71,65,60
72,65,60
71,65,60
72,65,60
69,65,60
71,65,60
72,77,480
69,77,120
64,76,480
89,87,276
88,74,57
84,73,57
81,72,57
77,72,57
76,72,57
72,72,57
69,71,57
65,70,57
64,70,57
60,69,57
57,68,57
53,68,57
52,85,480
52,64,96
53,65,32
52,66,32
51,67,32
52,67,32
54,68,32
56,68,32
57,68,32
59,69,32
60,69,32
62,70,32
64,70,32
66,71,32
68,71,32
69,72,32
71,72,32
72,72,32
74,72,32
76,73,32
78,74,32
80,74,32
81,75,32
83,75,32
84,76,32
86,76,32
88,77,32
90,77,32
92,78,32
93,85,480
64,77,480
60,70,240
57,67,1440
60,72,240
64,77,360
69,78,120
67,77,1320
65,75,120
64,70,720
64,77,120
64,77,480
60,63,40
57,63,28
59,63,28
60,63,28
59,72,240
57,72,240
60,70,240
64,72,240
69,76,360
72,77,120
71,79,1320
69,79,120
64,79,360
64,57,60
66,57,60
67,58,60
66,58,60
67,59,60
66,59,60
67,60,60
66,60,60
67,61,60
66,61,60
67,62,60
66,62,60
67,63,60
66,63,60
67,63,60
66,63,60
64,64,60
66,64,60
67,79,720
65,78,480
64,77,240
62,60,60
64,61,60
62,61,60
64,62,60
62,63,60
64,63,60
62,63,60
64,64,60
62,64,60
64,65,60
60,66,60
62,67,60
64,78,480
60,78,120
55,72,1440
55,72,144
57,61,48
55,62,48
54,63,48
55,63,48
57,63,48
59,64,48
60,64,48
62,65,48
64,66,48
65,66,48
67,67,48
69,68,48
71,69,48
72,69,48
74,70,48
76,71,48
77,71,48
79,72,48
81,72,48
83,72,48
84,73,48
86,74,48
88,75,48
89,75,48
91,76,48
93,77,48
95,77,48
96,90,480
66,64,60
67,64,60
66,64,60
67,64,60
66,64,60
67,64,60
66,65,60
67,65,60
66,65,60
67,65,60
64,65,60
66,65,60
67,77,480
64,77,120
59,76,480
84,87,288
83,74,56
79,73,56
76,72,56
72,72,56
71,72,56
67,72,56
64,71,56
60,70,56
59,70,56
55,69,56
52,68,56
48,68,56
47,90,792
48,60,36
51,62,36
54,63,36
57,63,36
60,64,36
63,65,36
66,67,36
69,68,36
72,69,36
75,71,36
78,72,36
81,72,36
84,73,36
87,75,36
90,76,36
93,77,36
96,78,36
99,79,36
100,90,480
67,79,1200
67,78,160
67,72,40
70,72,40
68,80,480
67,78,120
67,77,480
63,80,240
60,78,1440
63,76,240
67,78,360
72,81,120
70,81,480
68,79,240
63,79,996
68,81,360
68,78,120
68,74,720
65,76,120
66,78,120
63,80,120
66,81,120
56,82,120
68,84,480
65,82,240
61,82,1200
65,77,240
68,79,240
73,81,360
77,82,120
75,79,480
73,77,240
68,72,720
65,54,240
68,56,240
73,58,360
77,61,120
75,60,480
73,59,240
69,52,960
69,60,240
69,58,240
69,62,240
65,55,240
67,62,120
69,62,1680
69,62,240
81,62,240
81,64,240
69,64,240
69,67,180
81,67,180
84,60,60
72,60,60
82,66,360
70,66,360
69,72,120
81,72,120
69,68,480
81,68,480
65,66,240
77,66,240
74,66,1160
62,66,1180
65,70,240
77,70,240
81,72,240
69,72,240
86,75,360
74,75,360
89,79,120
77,79,120
88,81,480
76,81,480
86,76,240
74,76,240
67,80,240
79,80,240
86,83,360
74,83,360
89,84,120
77,84,120
76,84,480
88,84,480
86,82,240
74,82,240
80,78,240
68,78,240
74,81,240
86,81,240
89,83,240
77,83,240
98,72,80
101,72,80
100,72,80
97,72,80
96,72,80
99,72,80
98,71,80
95,71,80
97,71,80
94,71,80
93,71,80
96,71,80
95,70,80
92,70,80
91,70,80
94,70,80
93,70,80
90,70,80
92,69,80
89,69,80
88,69,80
91,69,80
87,69,80
90,69,80
89,68,80
86,68,80
85,68,80
88,68,80
84,68,80
87,68,80
83,67,80
86,67,80
85,67,80
82,67,80
84,67,80
81,67,80
80,66,80
83,66,80
82,66,80
79,66,80
78,66,80
81,66,80
80,65,80
77,65,80
79,65,80
76,65,80
75,65,80
78,65,80
77,64,80
74,64,80
73,64,80
76,64,80
75,64,80
72,64,80
74,64,80
71,64,80
70,64,80
73,64,80
72,64,80
69,64,80
68,63,80
71,63,80
70,63,80
67,63,80
69,63,80
66,63,80
65,63,80
68,63,80
64,63,80
67,63,80
62,63,80
67,63,80
57,85,480
69,83,120
69,86,960
67,81,360
65,78,120
64,76,120
65,78,100
64,78,100
62,78,100
64,78,100
65,78,100
62,73,100
69,78,240
57,78,240
81,84,120
69,84,120
93,84,960
81,84,960
91,85,360
79,85,360
89,87,120
77,87,120
88,80,120
76,80,120
89,82,100
77,82,100
88,82,100
76,82,100
86,82,100
74,82,100
88,82,100
76,82,100
89,82,100
77,82,100
86,82,60
74,82,60
82,89,240
94,89,240
88,84,240
76,84,240
77,84,240
89,84,240
93,87,240
81,87,240
91,84,240
79,84,240
70,84,240
82,84,240
74,88,240
86,88,240
79,83,240
67,83,240
69,80,240
81,80,240
72,86,240
84,86,240
70,82,240
82,82,240
64,79,120
76,79,120
79,87,240
67,87,240
58,81,240
70,81,240
60,79,240
72,79,240
64,83,240
76,83,240
62,78,240
74,78,240
67,78,240
55,78,240
58,86,720
70,86,720
61,84,720
49,84,720
50,86,480
62,86,480
89,90,480
101,90,600
100,81,40
98,80,40
95,80,40
91,79,40
89,79,40
88,78,40
86,78,40
83,77,40
79,77,40
77,76,40
76,76,40
74,75,40
71,75,40
67,75,40
65,74,40
64,74,40
62,73,40
59,73,40
55,72,40
53,72,40
52,72,40
50,90,960
59,73,720
65,73,1440
71,73,720
58,72,720
70,72,720
57,69,480
65,69,480
69,69,480
89,90,480
101,90,600
100,80,40
98,79,40
95,79,40
91,78,40
89,78,40
88,78,40
86,77,40
83,77,40
79,76,40
77,76,40
76,75,40
74,75,40
71,75,40
67,74,40
65,74,40
64,73,40
62,73,40
59,73,40
55,72,40
