note,velocity,time
59,57,480
64,60,480
64,61,480
63,57,480
61,55,240
59,49,240
61,53,960
57,45,960
56,44,480
64,52,480
61,45,320
66,54,320
61,43,320
66,51,320
59,41,320
66,49,320
66,48,320
59,40,320
68,52,960
59,44,960
68,64,480
73,71,480
73,69,480
71,69,480
69,69,240
68,63,240
61,69,480
69,69,960
63,60,480
64,53,960
68,62,960
61,56,480
66,66,480
57,47,480
66,56,480
66,56,720
59,47,960
57,47,960
64,51,240
64,45,960
59,37,960
56,37,960
71,52,720
68,31,480
73,52,240
75,49,470
66,41,470
75,53,480
64,40,1920
71,49,480
68,51,480
70,49,480
63,39,450
71,47,450
71,58,720
68,36,480
73,52,240
66,46,480
75,55,240
71,50,240
64,43,1920
75,57,480
73,55,240
71,47,240
68,57,480
70,53,480
63,42,450
71,50,450
59,57,480
64,60,480
64,57,480
63,57,480
61,57,240
59,55,240
61,53,960
57,45,960
56,44,480
64,52,480
61,47,480
66,56,480
66,54,480
57,45,480
59,44,960
57,44,960
66,52,720
64,49,240
59,39,960
56,39,960
64,46,960
71,52,720
68,31,480
73,52,240
75,49,470
66,41,470
75,53,480
64,40,1920
71,45,480
68,43,480
70,45,480
63,39,450
71,47,450
71,58,720
68,36,480
73,52,240
75,55,240
66,46,480
71,50,240
64,43,1920
75,57,480
73,55,240
71,50,240
68,53,480
70,50,480
63,40,450
71,48,450
59,57,480
64,60,480
64,57,480
63,57,480
61,57,240
59,55,240
57,45,960
61,53,960
56,44,480
64,52,480
61,41,480
66,49,480
66,47,480
57,39,480
59,33,960
57,33,960
66,39,720
64,37,240
64,33,960
59,28,960
56,28,960
59,31,240
64,31,240
67,37,240
64,33,240
67,33,240
71,39,240
67,35,240
71,35,240
76,42,240
67,38,720
71,38,720
76,45,720
64,37,240
67,37,240
71,44,240
59,42,480
64,42,480
67,51,480
64,51,480
67,51,480
71,60,480
62,60,1900
66,60,1900
69,60,1900
74,70,1900
60,38,240
65,38,240
69,45,240
65,46,240
69,46,240
72,55,240
69,54,240
72,54,240
77,65,240
69,65,720
72,65,720
77,77,720
65,51,240
69,51,240
72,60,240
60,45,480
65,45,480
69,54,480
69,39,480
72,46,480
64,39,480
63,37,1900
71,44,1900
66,37,1900
59,29,240
64,29,240
67,35,240
64,33,240
67,33,240
71,39,240
67,36,240
71,36,240
76,43,240
67,39,720
71,39,720
76,46,720
64,39,240
67,39,240
71,46,240
59,44,480
64,44,480
67,52,480
64,52,480
67,52,480
71,63,480
62,62,1900
66,62,1900
69,62,1900
74,73,1900
60,33,240
65,33,240
69,39,240
65,42,240
69,42,240
72,50,240
69,53,240
72,53,240
77,63,240
69,63,720
72,63,720
77,75,720
69,51,240
72,61,240
65,51,240
60,48,480
65,48,480
69,57,480
69,38,480
72,45,480
64,38,480
63,32,960
66,32,960
71,38,960
71,52,720
68,31,480
73,52,240
75,49,480
66,41,480
64,40,1920
75,53,480
71,51,480
68,51,480
70,50,480
63,41,450
71,49,450
71,58,720
68,36,480
73,52,240
66,46,480
75,55,240
71,50,240
75,57,480
64,43,1920
73,51,240
71,51,240
68,55,480
70,51,480
71,49,450
63,41,450
59,62,480
64,66,480
64,63,480
63,62,480
61,62,240
59,56,240
61,58,960
57,49,960
64,57,480
56,48,480
61,50,450
66,59,450
61,48,450
66,57,450
61,45,450
69,53,450
61,45,450
69,53,450
68,49,1410
60,41,1410
68,64,480
73,71,480
73,67,480
71,69,480
69,69,240
68,65,240
61,58,480
69,69,960
63,57,480
64,56,480
68,66,960
60,51,480
61,47,480
66,56,480
57,45,480
66,54,480
57,41,960
59,41,960
66,49,720
64,36,240
56,23,1920
59,23,1920
64,27,1920
