note,velocity,time
48,41,180
48,41,60
57,47,240
57,40,180
57,40,60
63,46,240
56,36,228
64,36,228
59,30,228
56,25,228
64,30,228
56,24,480
59,28,480
64,28,480
59,41,180
59,41,60
67,47,240
61,40,180
61,40,60
70,46,240
66,32,228
59,36,228
71,36,228
66,32,228
59,27,228
71,32,228
59,24,480
66,28,480
71,28,480
65,46,180
65,54,60
71,60,240
71,60,180
71,60,60
77,70,480
76,65,240
79,68,240
64,32,480
70,39,480
65,35,228
69,42,228
69,40,228
77,48,228
65,30,480
69,36,480
58,36,240
62,36,240
67,43,240
55,34,240
58,34,240
64,40,240
57,27,228
60,27,228
65,33,228
57,27,228
60,27,228
69,33,228
57,27,480
60,27,480
65,33,480
48,53,180
48,53,30
48,53,28
57,61,360
55,58,110
57,61,110
58,64,110
59,68,120
60,73,240
62,71,240
58,48,60
57,43,60
55,45,120
66,48,110
67,48,110
69,49,110
70,53,110
78,54,110
79,55,110
81,56,110
82,57,110
48,57,180
48,57,30
48,53,30
58,69,360
57,63,110
58,66,110
60,68,110
61,71,120
62,69,240
60,74,240
62,55,60
58,50,60
53,44,120
57,44,120
68,48,110
69,48,110
71,49,110
72,49,110
80,54,110
81,55,110
83,56,110
84,57,110
72,61,180
72,61,60
65,68,480
77,68,180
77,59,60
67,58,480
76,69,240
79,66,240
64,53,240
70,63,172
70,59,25
70,56,25
65,43,240
69,52,60
68,51,60
69,51,60
72,47,60
65,52,480
77,62,180
77,54,60
67,58,480
76,69,240
79,60,240
64,49,240
70,58,180
70,49,60
65,49,240
69,58,240
58,40,240
62,40,240
67,48,240
55,38,240
58,38,240
64,45,240
48,41,180
48,41,60
57,47,240
57,40,180
57,40,60
63,50,240
64,47,228
59,36,228
56,36,228
64,36,228
59,30,228
56,25,228
64,30,228
56,24,228
59,28,228
64,28,228
55,58,228
55,63,228
55,46,720
59,41,180
59,41,60
67,47,240
61,40,180
61,40,60
70,46,240
71,47,228
66,32,228
59,36,228
71,36,228
66,32,228
59,27,228
71,32,228
59,27,228
66,32,228
71,32,228
50,45,228
53,55,228
50,49,228
53,60,228
53,37,480
65,46,180
65,48,60
71,54,480
71,50,180
71,54,60
77,58,480
77,51,180
77,53,60
80,66,480
77,61,180
77,61,60
86,75,480
77,70,180
77,70,60
89,82,480
77,73,180
77,66,60
89,88,480
77,72,180
77,74,60
89,90,420
77,79,60
89,93,60
74,74,60
86,89,60
71,64,60
83,75,60
65,63,60
77,72,60
62,52,60
74,60,60
59,47,60
71,55,60
53,42,60
65,48,60
50,38,60
62,42,60
47,32,60
59,40,228
47,25,228
50,25,228
53,30,228
47,23,228
50,23,228
53,28,228
47,23,480
50,23,480
53,28,480
77,40,240
76,40,240
76,40,240
74,40,240
74,40,240
79,40,240
79,71,240
