note,velocity,time
77,45,480
81,45,480
86,54,480
81,45,480
84,45,480
88,54,240
93,48,240
81,45,480
86,45,480
89,54,480
81,44,480
84,44,480
88,52,240
93,46,240
82,42,480
86,42,480
89,50,480
79,47,480
82,47,480
86,56,480
100,53,480
91,53,480
88,45,480
94,49,480
91,41,480
88,41,480
93,44,480
91,37,480
88,37,480
67,45,480
70,54,480
64,45,480
69,54,480
65,45,480
69,45,480
74,54,480
69,49,480
73,49,480
76,58,240
81,53,240
69,48,480
74,48,480
77,57,480
69,50,480
72,59,480
76,59,240
81,55,240
65,51,450
74,51,450
77,60,450
62,53,480
70,53,480
74,63,480
64,50,480
67,50,480
76,59,480
65,54,480
70,54,480
58,45,480
57,44,450
69,52,450
64,44,450
61,66,960
49,56,960
67,72,480
55,61,480
64,67,480
52,56,480
69,73,720
57,62,720
81,75,480
69,63,480
70,66,480
82,78,480
81,74,480
69,62,480
67,63,240
79,75,240
65,61,240
77,72,240
69,61,480
81,72,480
70,66,480
82,78,480
64,61,480
76,72,480
69,61,240
81,72,240
70,56,240
82,67,240
64,58,480
76,69,480
70,72,240
82,72,240
72,66,240
84,66,240
69,68,450
81,68,450
81,81,480
93,81,480
77,84,480
89,84,480
76,76,240
88,76,240
86,71,240
74,71,240
69,63,480
81,63,480
57,50,480
69,50,420
86,47,60
84,68,60
81,57,60
77,57,60
73,50,60
80,59,60
77,50,60
69,45,480
81,36,240
86,45,60
84,45,120
81,38,120
77,38,120
84,33,60
83,40,120
80,34,120
77,34,120
86,40,60
84,45,120
81,38,120
77,38,120
80,45,120
77,38,120
73,38,120
86,31,60
84,37,120
81,31,120
77,31,120
86,45,60
84,45,120
81,38,120
77,38,120
84,33,60
83,40,120
80,34,120
77,34,120
86,40,60
84,45,120
81,38,120
77,38,120
80,45,120
77,38,120
73,38,120
66,32,60
67,32,120
64,27,120
69,32,60
70,33,120
67,28,120
71,32,60
68,29,120
72,35,120
74,32,60
75,37,120
72,31,120
77,32,60
78,39,120
75,33,120
81,32,60
82,40,120
78,34,120
86,32,60
87,39,120
82,33,120
79,33,120
93,32,60
91,39,120
88,33,120
84,33,120
86,45,60
84,45,120
81,38,120
77,38,120
84,33,60
83,40,120
80,34,120
77,34,120
86,40,60
84,45,120
81,38,120
77,38,120
84,33,60
80,38,120
77,38,120
83,45,120
86,31,60
84,37,120
81,31,120
77,31,120
86,45,60
84,45,120
81,38,120
77,38,120
84,33,60
83,40,120
80,34,120
77,34,120
86,40,60
84,45,120
81,38,120
77,38,120
80,45,120
77,38,120
73,38,120
70,32,60
71,32,120
68,27,120
72,32,60
73,33,120
69,28,120
75,32,60
73,29,120
76,35,120
77,32,60
78,37,120
74,31,120
72,32,60
73,32,120
70,27,120
74,32,60
75,33,120
71,31,120
76,32,60
73,29,120
77,35,120
79,32,60
80,37,120
76,31,120
93,55,60
94,63,120
90,53,120
92,51,60
93,56,120
89,47,120
82,50,60
83,55,120
81,46,120
82,47,60
84,52,120
79,44,120
88,53,60
89,57,120
85,48,120
85,51,60
82,45,120
86,54,120
76,55,60
73,51,120
77,60,120
78,53,60
79,57,120
76,48,120
85,79,1200
84,59,60
72,75,120
86,45,60
84,45,120
81,38,120
77,38,120
84,33,60
83,40,120
80,34,120
77,34,120
86,40,60
84,45,120
81,38,120
77,38,120
80,45,120
77,38,120
73,38,120
86,31,60
84,37,120
81,31,120
77,31,120
86,45,60
84,45,120
81,38,120
77,38,120
84,33,60
83,40,120
80,34,120
77,34,120
86,40,60
84,45,120
81,38,120
77,38,120
80,45,120
77,38,120
73,38,120
66,32,60
67,32,120
64,27,120
69,32,60
70,33,120
67,28,120
71,32,60
68,29,120
72,35,120
74,32,60
75,37,120
72,32,120
77,32,60
78,39,120
75,33,120
81,32,60
82,40,120
78,34,120
86,32,60
87,39,120
82,33,120
79,33,120
93,32,60
91,39,120
88,33,120
84,33,120
86,45,60
84,45,120
81,38,120
77,38,120
84,33,60
83,40,120
80,34,120
77,34,120
86,40,60
84,45,120
81,38,120
77,38,120
84,33,60
80,38,120
77,38,120
83,45,120
86,31,60
84,37,120
81,31,120
77,31,120
86,45,60
84,45,120
81,38,120
77,38,120
84,33,60
83,40,120
80,34,120
77,34,120
86,40,60
84,45,120
81,38,120
77,38,120
80,45,120
77,38,120
73,38,120
70,32,60
71,32,120
68,27,120
72,32,60
73,33,120
69,28,120
75,32,60
73,29,120
76,35,120
77,32,60
78,37,120
74,31,120
72,32,60
73,32,120
70,27,120
74,32,60
75,33,120
71,28,120
76,32,60
73,29,120
77,35,120
79,32,60
80,37,120
76,31,120
93,55,60
94,65,120
90,55,120
92,51,60
93,59,120
89,50,120
82,50,60
83,57,120
81,48,120
82,47,60
84,55,120
79,46,120
88,53,60
89,59,120
85,50,120
85,51,60
82,47,120
86,56,120
76,55,60
73,51,120
77,60,120
78,53,60
79,57,120
76,48,120
85,79,1200
84,59,60
72,75,120
91,38,80
86,41,960
89,41,80
91,33,80
89,41,80
91,33,80
89,41,80
91,33,80
89,41,80
91,33,80
89,41,80
91,33,80
89,41,80
88,35,60
83,37,960
86,37,80
88,30,80
86,37,80
88,31,80
86,37,80
88,36,80
86,37,80
88,32,80
86,37,80
88,31,80
86,37,80
86,38,80
81,41,480
84,41,80
86,32,80
84,37,80
86,31,80
84,37,80
88,38,80
83,37,480
86,37,80
88,32,80
86,37,80
88,33,80
86,36,80
86,38,80
81,39,480
84,39,80
86,34,80
84,39,80
86,33,80
84,39,80
85,38,80
77,36,480
83,36,80
85,31,80
83,36,80
85,31,80
83,37,80
