note,velocity,time
63,36,120
65,36,120
66,39,120
70,39,120
65,36,120
63,36,120
65,36,120
66,37,120
70,37,120
65,36,120
63,36,120
65,36,120
70,39,120
66,39,120
66,36,120
63,36,120
66,36,120
63,36,120
66,36,120
70,36,120
65,40,120
69,40,120
60,36,120
65,36,120
65,36,120
60,36,120
65,36,120
69,36,120
69,43,720
65,43,720
68,36,120
70,39,120
71,43,120
75,43,120
70,40,120
68,40,120
70,40,120
75,43,120
71,43,120
70,40,120
68,40,120
70,40,120
71,43,120
75,43,120
71,40,120
68,40,120
68,40,120
71,40,120
75,40,120
71,40,120
70,43,120
74,43,120
70,40,120
65,40,120
70,40,120
65,40,120
74,40,120
70,40,120
70,46,360
74,46,360
78,74,120
80,74,120
82,86,120
85,86,120
80,73,120
78,73,120
80,73,120
85,79,220
82,79,220
73,73,120
75,73,120
77,85,120
80,85,120
75,73,120
73,71,120
75,71,120
77,80,220
80,80,220
71,73,120
73,73,120
78,86,120
75,86,120
73,71,120
71,71,120
73,71,120
78,80,220
75,80,220
66,74,120
68,74,120
73,89,120
70,89,120
68,71,120
66,71,120
68,71,120
73,79,220
70,79,220
53,69,120
54,69,120
56,79,120
54,67,120
53,67,120
54,73,120
53,63,120
51,63,120
53,69,120
51,61,120
49,61,120
51,66,120
49,59,120
48,59,120
51,45,120
49,40,120
47,40,120
46,73,120
53,67,120
58,67,90
58,67,120
65,72,120
70,74,90
70,78,120
77,81,90
77,85,240
70,85,240
82,85,240
47,36,1200
50,36,1200
53,36,1200
50,42,120
53,42,120
59,51,120
50,46,120
53,46,120
59,55,120
50,42,120
53,42,120
58,51,120
50,42,120
53,42,120
58,51,120
50,46,120
53,46,120
57,55,120
50,49,120
53,49,120
57,59,120
50,48,120
53,48,120
56,57,120
50,46,120
53,46,120
56,55,120
50,41,1200
53,41,1200
56,41,1200
53,35,120
56,35,120
62,59,120
53,36,120
56,36,120
62,60,120
53,35,120
56,35,120
61,59,120
53,35,120
56,35,120
61,59,120
53,37,120
56,37,120
60,63,120
53,41,120
56,41,120
60,70,120
53,39,120
56,39,120
59,67,120
53,38,120
56,38,120
59,64,120
56,35,120
59,35,120
65,60,120
56,37,120
59,37,120
65,64,120
56,35,120
59,35,120
64,60,120
56,35,120
59,35,120
64,60,120
56,39,120
60,39,120
63,66,120
56,44,120
59,44,120
63,73,120
56,40,120
59,40,120
62,70,120
56,39,120
59,39,120
62,67,120
59,47,120
62,47,120
68,66,120
59,49,120
62,49,120
68,70,120
59,47,120
62,47,120
67,66,120
59,47,120
62,47,120
67,66,120
59,51,120
62,51,120
66,72,120
59,54,120
62,54,120
66,76,120
59,51,120
62,51,120
65,72,120
59,49,120
62,49,120
65,69,120
62,53,120
65,53,120
71,75,120
62,58,120
65,58,120
71,81,120
62,56,120
65,56,120
70,79,120
62,54,120
65,54,120
70,76,120
65,55,120
68,55,120
74,78,120
65,60,120
68,60,120
74,86,120
65,58,120
68,58,120
73,81,120
65,56,120
68,56,120
73,79,120
68,57,120
71,57,120
77,80,120
68,62,120
71,86,120
77,86,120
68,60,120
71,60,120
76,86,120
68,58,120
71,58,120
76,81,120
71,71,120
74,71,120
80,85,120
71,79,120
74,79,120
80,94,120
71,75,120
74,75,120
79,89,120
71,72,120
74,72,120
79,86,120
72,37,120
74,36,120
79,39,120
76,39,120
74,36,120
72,36,120
74,36,120
76,37,120
79,37,120
74,36,120
72,36,120
74,36,120
79,39,120
76,39,120
76,36,120
72,36,120
76,36,120
72,36,120
79,36,120
76,36,120
77,40,120
81,40,120
71,36,120
74,36,120
71,36,120
74,36,120
77,40,120
81,40,120
77,44,720
81,44,720
72,38,120
74,38,120
79,41,120
76,41,120
76,38,120
72,38,120
76,39,120
72,39,120
79,38,120
76,38,120
77,42,120
81,42,120
71,38,120
74,38,120
71,39,120
74,39,120
77,51,120
81,51,120
76,55,120
79,55,120
72,50,120
76,50,120
77,58,120
81,58,120
71,52,120
74,52,120
76,60,120
79,60,120
72,54,120
76,54,120
77,63,120
81,63,120
71,56,120
74,56,120
76,64,120
79,64,120
72,59,120
76,59,120
85,78,120
81,78,120
75,72,120
78,72,120
83,79,120
80,79,120
76,73,120
80,73,120
85,79,120
81,79,120
75,72,120
78,72,120
83,79,120
80,79,120
76,76,120
80,76,120
80,82,120
83,82,120
76,79,120
80,79,120
83,87,120
80,87,120
76,83,120
80,83,120
80,90,120
83,90,120
76,87,120
80,87,120
58,79,960
83,87,120
80,87,120
76,83,120
80,83,120
80,90,120
83,90,120
76,87,120
80,87,120
58,76,960
83,85,120
80,85,120
76,79,120
80,79,120
80,85,120
83,85,120
76,81,120
80,81,120
58,72,8160
63,36,120
65,36,120
70,39,120
66,39,120
65,36,120
63,36,120
65,36,120
66,37,120
70,37,120
65,36,120
63,36,120
65,36,120
70,39,120
66,39,120
66,36,120
63,36,120
66,36,120
63,36,120
70,36,120
66,36,120
65,40,120
69,40,120
60,36,120
65,36,120
60,36,120
65,36,120
65,36,120
69,36,120
65,43,720
69,43,720
68,36,120
70,39,120
71,43,120
75,43,120
70,40,120
68,40,120
70,40,120
71,43,120
75,43,120
70,40,120
68,40,120
70,40,120
71,43,120
75,43,120
68,40,120
71,40,120
71,40,120
68,40,120
71,40,120
75,40,120
70,43,120
74,43,120
65,40,120
70,40,120
65,40,120
70,40,120
70,40,120
74,40,120
70,46,360
74,46,360
83,78,120
85,78,120
87,90,120
90,90,120
85,77,120
83,77,120
85,77,120
90,81,220
87,81,220
78,77,120
80,77,120
85,90,120
82,90,120
80,77,120
78,74,120
80,74,120
85,83,220
82,83,220
76,77,120
78,77,120
80,90,120
83,90,120
78,74,120
76,74,120
78,74,120
83,83,220
80,83,220
71,78,120
73,78,120
78,91,120
75,91,120
73,74,120
71,74,120
73,74,120
78,81,220
75,81,220
58,72,120
59,72,120
61,81,120
59,70,120
58,70,120
59,77,120
58,65,120
56,65,120
58,72,120
56,64,120
54,64,120
56,69,120
54,63,120
53,63,120
56,45,120
54,42,120
52,42,120
51,78,120
58,73,120
63,73,90
63,73,120
70,76,120
75,81,90
75,85,120
82,87,90
75,92,240
87,92,240
82,92,240
47,36,1200
50,36,1200
53,36,1200
50,36,120
53,36,120
59,51,120
50,38,120
53,38,120
59,55,120
50,36,120
53,36,120
58,51,120
50,36,120
53,36,120
58,51,120
50,38,120
53,38,120
57,55,120
50,41,120
53,41,120
57,59,120
50,40,120
53,40,120
56,57,120
50,38,120
53,38,120
56,55,120
50,41,1200
53,41,1200
56,41,1200
53,49,120
56,49,120
62,59,120
53,50,120
56,50,120
62,60,120
53,49,120
56,49,120
61,59,120
53,49,120
56,49,120
61,59,120
53,53,120
56,53,120
60,63,120
53,59,120
56,59,120
60,70,120
53,56,120
56,56,120
59,67,120
53,55,120
56,55,120
59,64,120
56,51,120
59,51,120
65,60,120
56,53,120
59,53,120
65,64,120
56,51,120
59,51,120
64,60,120
56,51,120
59,51,120
64,60,120
56,55,120
60,55,120
63,66,120
56,61,120
59,61,120
63,73,120
56,58,120
59,58,120
62,70,120
56,56,120
59,56,120
62,67,120
59,55,120
62,66,120
68,66,120
59,58,120
62,58,120
68,70,120
59,55,120
62,55,120
67,66,120
59,55,120
62,55,120
67,66,120
59,60,120
62,60,120
66,72,120
59,65,120
62,65,120
66,76,120
59,60,120
62,60,120
65,72,120
59,58,120
62,58,120
65,69,120
62,53,120
65,53,120
71,75,120
62,58,120
65,58,120
71,81,120
62,56,120
65,56,120
70,79,120
62,54,120
65,54,120
70,76,120
65,55,120
68,55,120
74,78,120
65,60,120
68,60,120
74,86,120
65,58,120
68,58,120
73,81,120
65,56,120
68,56,120
73,79,120
68,57,120
71,57,120
77,80,120
68,62,120
71,62,120
77,86,120
68,60,120
71,60,120
76,86,120
68,58,120
71,58,120
76,81,120
71,71,120
74,71,120
80,85,120
71,79,120
74,79,120
80,94,120
71,75,120
74,75,120
79,89,120
71,72,120
74,72,120
79,86,120
72,36,120
74,36,120
79,39,120
76,39,120
74,36,120
72,36,120
74,36,120
76,37,120
79,37,120
74,36,120
72,36,120
74,36,120
79,39,120
76,39,120
76,36,120
72,36,120
76,36,120
72,36,120
79,36,120
76,36,120
77,40,120
81,40,120
71,36,120
74,36,120
71,36,120
74,36,120
77,40,120
81,40,120
77,44,720
81,44,720
72,38,120
74,38,120
79,41,120
76,41,120
76,38,120
72,38,120
76,39,120
72,39,120
79,38,120
76,38,120
77,42,120
81,42,120
71,38,120
74,38,120
71,39,120
74,39,120
77,51,120
81,51,120
76,55,120
79,55,120
72,50,120
76,50,120
77,58,120
81,58,120
71,52,120
74,52,120
76,60,120
79,60,120
72,54,120
76,54,120
77,63,120
81,63,120
71,56,120
74,56,120
76,64,120
79,64,120
72,59,120
76,59,120
85,78,120
81,78,120
75,72,120
78,72,120
83,79,120
80,79,120
76,73,120
80,73,120
85,79,120
81,79,120
75,72,120
78,72,120
83,79,120
80,79,120
76,76,120
80,76,120
80,82,120
83,82,120
76,79,120
80,79,120
83,87,120
80,87,120
76,83,120
80,83,120
80,90,120
83,90,120
76,87,120
80,87,120
58,79,960
83,87,120
80,87,120
76,83,120
80,83,120
80,90,120
83,90,120
76,87,120
80,87,120
58,76,960
83,85,120
80,85,120
76,79,120
80,79,120
80,85,120
83,85,120
76,81,120
80,81,120
58,72,8160
63,36,120
65,36,120
70,39,120
66,39,120
65,36,120
63,36,120
65,36,120
66,37,120
70,37,120
65,36,120
63,36,120
65,36,120
70,39,120
66,39,120
66,36,120
63,36,120
66,36,120
63,36,120
70,36,120
66,36,120
65,40,120
69,40,120
60,36,120
65,36,120
60,36,120
65,36,120
65,36,120
69,36,120
65,43,720
69,43,720
68,36,120
70,39,120
71,43,120
75,43,120
70,40,120
68,40,120
70,40,120
71,43,120
75,43,120
70,40,120
68,40,120
70,40,120
71,43,120
75,43,120
68,40,120
71,40,120
71,40,120
68,40,120
71,40,120
75,40,120
70,43,120
74,43,120
65,40,120
70,40,120
65,40,120
70,40,120
70,40,120
74,40,120
70,46,360
74,46,360
83,78,120
85,78,120
87,90,120
90,90,120
85,77,120
83,77,120
85,77,120
90,81,220
87,81,220
78,77,120
80,77,120
85,90,120
82,90,120
80,77,120
78,74,120
80,74,120
85,83,220
82,83,220
76,77,120
78,77,120
80,90,120
83,90,120
78,74,120
76,74,120
78,74,120
83,83,220
80,83,220
71,78,120
73,78,120
78,91,120
75,91,120
73,74,120
71,74,120
73,74,120
78,81,220
75,81,220
58,72,120
59,72,120
61,81,120
59,70,120
58,70,120
59,77,120
58,65,120
56,65,120
58,72,120
56,64,120
54,64,120
56,69,120
54,63,120
53,63,120
56,45,120
54,42,120
52,42,120
51,82,120
58,76,120
63,76,90
63,76,120
70,80,120
75,85,90
75,89,120
82,92,90
75,95,240
87,95,240
82,95,240
