note,velocity,time
52,76,240
74,63,720
86,75,720
83,63,720
81,73,720
84,73,720
72,62,720
78,63,720
69,63,720
81,75,720
83,70,120
71,59,120
79,59,120
67,52,120
76,52,120
79,62,120
81,70,120
78,54,120
69,55,120
78,63,120
75,53,120
66,53,120
79,70,120
76,59,120
67,59,120
64,54,120
76,64,120
73,54,120
78,70,120
66,59,120
75,59,120
66,58,120
78,69,120
75,58,120
73,62,120
61,52,120
63,54,120
75,64,120
64,56,120
76,66,120
66,56,120
78,67,120
67,58,120
79,69,120
66,59,120
78,70,120
75,59,120
71,58,120
83,69,120
73,62,120
61,52,120
63,54,120
75,64,120
64,56,120
76,66,120
66,56,120
78,67,120
67,58,120
79,69,120
69,59,120
81,70,120
78,59,120
74,58,120
86,69,120
55,76,240
89,63,720
93,75,720
81,63,720
91,73,720
88,73,720
79,62,720
84,63,720
76,63,720
88,75,720
86,59,120
89,70,120
77,59,120
86,62,120
83,52,120
74,52,120
84,54,120
76,55,120
88,70,120
81,53,120
84,63,120
72,53,120
74,59,120
86,70,120
83,59,120
71,54,120
83,64,120
79,54,120
81,59,120
72,59,120
84,70,120
81,58,120
72,58,120
84,69,120
69,59,720
81,70,720
77,59,720
79,56,120
67,47,120
71,49,120
83,58,120
84,60,120
72,51,120
74,52,120
86,62,120
76,54,120
88,64,120
79,60,180
84,60,150
91,70,120
77,49,120
89,58,120
84,57,720
72,48,720
81,58,120
69,48,120
71,53,120
83,63,120
84,67,120
72,57,120
86,73,120
74,61,120
76,65,120
88,78,120
79,75,180
87,75,150
91,87,120
90,69,120
78,58,120
69,56,720
81,67,720
52,76,240
83,63,720
86,75,720
74,63,720
72,62,720
84,73,720
81,73,720
78,63,720
69,63,720
81,75,720
83,70,120
71,59,120
79,59,120
76,52,120
79,62,120
67,52,120
78,54,120
69,55,120
81,70,120
75,53,120
78,63,120
66,53,120
79,70,120
67,59,120
76,59,120
64,54,120
73,54,120
76,64,120
75,59,120
66,59,120
78,70,120
66,58,120
75,58,120
78,69,120
61,52,120
73,62,120
75,64,120
63,54,120
76,66,120
64,56,120
66,56,120
78,67,120
79,69,120
67,58,120
78,70,120
75,59,120
66,59,120
83,69,120
