note,velocity,time
70,44,1920
58,26,160
61,26,160
66,29,160
61,25,160
58,22,160
61,30,160
58,25,160
61,25,160
66,29,160
61,26,160
58,23,160
70,41,960
58,27,160
61,29,160
66,31,160
61,26,160
58,29,160
70,44,960
58,28,160
61,30,160
66,35,160
61,31,160
58,33,160
70,49,1920
58,27,160
63,27,160
66,34,160
63,29,160
58,26,160
63,37,160
58,29,160
63,29,160
66,36,160
63,29,160
58,25,160
66,49,1920
54,30,160
58,30,160
63,36,160
58,30,160
54,30,160
58,37,160
54,30,160
58,30,160
63,35,160
58,30,160
54,27,160
68,49,1920
56,29,160
59,29,160
63,37,160
59,29,160
56,29,160
59,37,160
56,29,160
59,29,160
63,36,160
59,29,160
56,29,160
66,46,480
56,29,160
59,29,160
65,45,480
56,28,160
59,28,160
63,44,480
56,29,160
59,30,160
61,40,480
53,29,160
56,30,160
66,49,480
54,32,160
58,33,160
61,35,160
58,36,160
54,38,160
70,48,480
60,38,160
63,36,160
66,35,160
63,33,160
60,32,160
68,41,1440
56,27,160
61,27,160
65,30,160
61,27,160
56,27,160
61,30,160
56,27,160
61,27,160
65,31,160
69,39,480
61,24,160
57,24,160
70,44,1920
58,26,160
61,26,160
66,29,160
61,25,160
58,25,160
61,30,160
58,25,160
61,21,160
66,29,160
61,26,160
58,24,160
70,41,960
58,27,160
61,29,160
66,31,160
61,26,160
58,29,160
70,44,960
58,28,160
61,30,160
66,35,160
61,31,160
58,33,160
70,49,1920
58,27,160
63,27,160
66,34,160
63,29,160
58,29,160
63,37,160
58,29,160
63,29,160
66,36,160
63,29,160
58,29,160
66,49,960
54,30,160
58,30,160
63,36,160
58,30,160
54,30,160
65,49,960
53,30,160
56,30,160
62,35,160
56,30,160
53,30,160
63,49,960
51,35,160
54,38,160
59,43,160
54,45,160
51,49,160
68,58,960
56,41,160
59,41,160
63,47,160
59,33,160
56,33,160
66,46,480
59,29,160
56,29,160
65,45,480
59,28,160
56,28,160
63,44,480
59,29,160
56,30,160
65,40,480
59,29,160
56,30,160
68,49,1920
59,27,160
61,27,160
65,34,160
61,29,160
59,29,160
61,37,160
59,29,160
61,29,160
65,36,160
61,29,160
59,29,160
66,49,1920
54,30,160
58,24,160
61,36,160
58,30,160
54,24,160
58,37,160
54,30,160
58,26,160
61,35,160
58,30,160
54,26,160
68,44,1920
56,26,160
61,26,160
65,29,160
61,25,160
56,25,160
61,30,160
56,26,160
61,26,160
65,30,160
61,27,160
56,27,160
70,43,1920
61,29,160
63,31,160
67,39,160
63,31,160
61,44,160
63,47,160
61,51,160
63,54,160
67,55,160
63,62,160
61,67,160
73,74,1440
61,51,160
63,51,160
68,66,160
63,49,160
61,49,160
63,55,160
61,37,160
63,33,160
71,50,480
68,37,160
63,33,160
59,33,160
71,41,1920
59,28,160
63,28,160
68,30,160
63,25,160
59,25,160
63,31,160
59,25,160
63,25,160
68,29,160
63,25,160
59,25,160
71,54,1920
59,33,160
64,33,160
68,37,160
64,32,160
59,32,160
64,39,160
59,33,160
64,33,160
68,39,160
64,35,160
59,36,160
71,49,960
59,37,160
63,40,160
66,44,160
63,37,160
59,39,160
73,55,960
64,49,160
66,51,160
70,60,160
66,64,160
64,63,160
76,69,1440
64,57,160
66,57,160
71,63,160
66,48,160
64,48,160
66,54,160
64,35,160
66,37,160
75,57,480
71,42,160
66,37,160
63,37,160
75,45,1920
63,31,160
66,31,160
71,34,160
66,28,160
63,28,160
66,35,160
63,28,160
66,28,160
71,34,160
66,28,160
63,28,160
75,47,1920
63,32,160
66,32,160
71,45,160
66,32,160
63,35,160
66,31,160
63,31,160
66,31,160
71,36,160
66,30,160
63,30,160
75,46,480
68,29,160
65,29,160
71,43,480
68,28,160
65,28,160
70,43,480
65,28,160
61,28,160
68,39,480
65,28,160
61,28,160
73,47,1920
61,32,160
66,32,160
70,32,160
66,32,160
61,31,160
66,41,160
61,31,160
66,27,160
70,36,160
66,30,160
61,26,160
73,46,480
66,29,160
63,29,160
71,43,480
66,28,160
63,28,160
68,43,480
63,28,160
59,28,160
63,39,480
59,28,160
56,28,160
66,47,1920
54,29,160
58,29,160
61,39,160
58,29,160
54,29,160
58,36,160
54,30,160
58,30,160
61,36,160
58,30,160
54,30,160
66,45,480
59,29,160
56,29,160
65,41,480
59,28,160
56,28,160
70,42,480
61,28,160
59,28,160
68,39,480
61,26,160
59,26,160
66,47,1920
54,29,160
58,29,160
61,29,160
58,29,160
54,26,160
58,36,160
54,30,160
58,30,160
61,36,160
58,30,160
54,30,160
66,47,960
54,29,160
58,29,160
61,36,160
58,29,160
54,31,160
67,47,960
55,30,160
58,30,160
61,36,160
58,30,160
55,30,160
68,44,1920
56,26,160
61,26,160
65,29,160
61,25,160
56,25,160
61,30,160
56,26,160
61,26,160
65,30,160
61,27,160
56,27,160
70,43,1920
61,29,160
64,31,160
67,42,160
64,38,160
61,43,160
63,48,160
61,52,160
63,57,160
67,62,160
63,58,160
61,60,160
73,78,1440
61,59,160
63,57,160
70,68,160
63,42,160
61,47,160
63,56,160
61,35,160
63,36,160
71,50,480
68,37,160
63,33,160
59,33,160
71,41,1920
59,28,160
63,28,160
68,30,160
63,25,160
59,25,160
63,31,160
59,25,160
63,25,160
68,29,160
63,25,160
59,25,160
71,54,1920
59,33,160
64,33,160
68,37,160
64,32,160
59,32,160
64,39,160
59,33,160
64,33,160
68,43,160
64,36,160
59,37,160
71,58,960
59,39,160
63,40,160
66,49,160
63,43,160
59,45,160
73,54,960
64,46,160
66,49,160
70,62,160
66,59,160
64,67,160
76,77,1440
64,53,160
66,52,160
73,63,160
66,46,160
64,46,160
66,54,160
64,40,160
66,40,160
75,51,480
71,51,160
66,37,160
63,37,160
75,55,1920
63,35,160
66,35,160
71,45,160
66,30,160
63,32,160
66,42,160
63,31,160
66,31,160
71,41,160
66,31,160
63,31,160
75,47,1920
63,32,160
66,32,160
71,37,160
66,32,160
63,33,160
66,35,160
63,31,160
66,31,160
71,36,160
66,30,160
63,30,160
75,50,480
68,29,160
65,29,160
74,48,480
68,28,160
65,28,160
71,42,480
65,28,160
62,28,160
68,39,480
65,28,160
61,28,160
73,47,1920
61,32,160
66,32,160
70,36,160
66,32,160
61,32,160
66,36,160
61,31,160
66,31,160
70,36,160
66,30,160
61,30,160
73,46,480
67,29,160
63,29,160
71,43,480
68,28,160
63,28,160
68,43,480
63,28,160
59,28,160
63,39,480
60,28,160
56,28,160
66,47,1920
54,29,160
58,29,160
61,34,160
58,29,160
54,30,160
58,34,160
54,30,160
58,30,160
61,36,160
58,30,160
54,30,160
66,45,480
59,29,160
56,29,160
65,41,480
59,28,160
56,28,160
70,42,480
61,28,160
59,28,160
68,39,480
61,26,160
59,26,160
66,47,3840
54,29,160
58,29,160
61,33,160
58,29,160
54,29,160
58,32,160
54,30,160
58,30,160
61,36,160
58,30,160
54,30,160
58,37,160
54,29,160
58,29,160
61,32,160
58,29,160
54,45,160
