note,velocity,time
61,39,240
64,46,240
62,42,216
66,50,216
60,34,216
63,40,216
61,39,710
64,47,710
61,42,480
64,42,480
69,55,240
71,57,240
61,47,216
65,47,216
73,61,216
62,38,720
66,45,720
73,58,480
71,44,240
62,40,480
69,56,240
68,53,240
62,37,216
66,48,216
62,42,710
64,50,710
62,42,120
64,50,110
64,40,40
66,40,40
68,40,40
62,42,216
66,50,216
62,35,216
64,42,216
62,42,480
66,50,480
61,37,230
64,44,230
57,48,240
61,57,240
62,52,216
66,62,216
60,42,216
63,50,216
61,48,710
64,59,710
64,59,470
69,69,470
73,78,240
69,63,216
64,63,216
73,63,216
76,75,216
73,67,710
64,67,720
68,67,710
76,79,710
64,40,240
68,40,230
76,56,240
66,42,230
68,42,230
75,53,240
66,37,216
68,48,216
68,42,720
64,42,710
73,55,710
61,42,240
64,42,230
73,50,240
62,42,240
64,42,216
71,50,216
62,35,216
64,42,216
61,42,480
69,50,480
61,39,240
64,46,240
62,42,216
66,50,216
60,34,216
63,40,216
61,39,710
64,47,710
61,42,480
64,42,480
69,55,240
71,57,240
61,47,216
65,47,216
73,61,216
62,38,720
66,45,720
73,58,480
71,44,240
62,40,480
69,56,240
68,53,240
62,37,216
66,48,216
62,42,710
64,50,710
62,42,120
64,50,110
64,40,40
66,40,40
68,40,40
62,42,216
66,50,216
62,35,216
64,42,216
62,42,480
66,50,480
61,37,230
64,44,230
57,48,240
61,57,240
62,52,216
66,62,216
60,42,216
63,50,216
61,48,710
64,59,710
64,59,470
69,69,470
73,78,240
69,63,216
64,63,216
73,63,216
76,75,216
73,67,710
64,67,720
68,67,710
76,79,710
64,40,240
68,40,230
76,56,240
66,42,230
68,42,230
75,53,240
66,37,216
68,48,216
68,42,720
64,42,710
73,55,710
61,42,240
64,42,230
73,50,240
62,42,240
64,42,216
71,50,216
62,35,216
64,42,216
61,42,720
69,50,720
61,50,230
67,50,230
70,59,230
62,54,240
67,54,240
71,64,240
64,57,216
70,68,216
67,57,216
73,68,216
62,61,720
67,61,720
71,61,720
74,72,720
62,40,230
71,56,240
62,40,230
67,51,240
59,37,216
62,48,216
60,37,710
64,49,710
59,34,240
62,47,240
60,34,230
64,43,240
59,31,216
65,40,216
60,35,220
64,46,220
71,34,240
74,47,240
72,34,230
76,43,240
71,31,216
77,40,216
72,35,220
76,46,220
59,34,240
62,47,240
60,34,230
64,43,240
67,37,60
59,31,216
65,40,216
60,35,220
64,46,220
62,45,240
64,53,240
62,45,240
64,45,240
66,53,240
68,60,240
62,48,240
64,48,240
57,56,240
61,56,240
69,66,240
63,59,240
71,70,240
69,59,240
64,62,480
69,62,480
73,74,480
62,62,480
64,62,480
68,62,480
73,74,360
71,61,120
61,44,720
64,44,720
69,52,720
64,47,240
61,51,240
57,43,170
57,37,69
64,49,710
64,51,240
61,56,240
58,47,170
58,40,69
64,53,710
64,56,240
62,65,240
59,58,170
59,52,69
66,69,216
61,56,216
66,56,216
70,67,216
59,54,216
66,54,216
71,64,216
61,51,216
66,51,216
73,61,216
62,49,216
66,49,216
74,58,216
71,57,216
74,57,216
83,69,216
71,53,720
74,53,720
81,63,480
80,55,240
64,47,240
59,51,240
56,43,170
56,37,69
64,49,710
64,51,240
60,56,240
57,47,170
57,40,69
64,53,710
64,56,240
61,65,240
58,58,170
58,52,69
65,69,216
60,56,216
65,56,216
69,67,216
58,54,216
65,54,216
70,64,216
60,51,216
65,51,216
72,61,216
62,49,216
65,49,216
74,58,216
65,57,216
69,57,216
77,68,120
75,65,110
65,53,720
69,53,480
75,63,480
70,52,220
74,55,220
65,65,228
74,65,228
77,78,228
70,72,228
77,72,228
82,86,228
84,88,216
77,74,216
72,74,216
74,78,710
77,78,710
86,92,710
70,56,480
74,56,480
82,78,240
77,69,240
69,49,240
72,49,216
75,64,216
70,48,710
74,63,710
63,40,240
65,40,470
72,56,240
62,40,230
70,51,240
57,34,216
65,48,216
58,37,710
62,49,710
57,34,240
60,47,240
58,34,230
62,43,240
57,31,216
63,40,216
58,35,220
62,46,220
69,34,240
72,47,240
70,34,230
74,43,240
69,31,216
75,40,216
70,35,220
74,46,220
57,51,216
60,61,216
58,49,216
62,58,216
57,57,216
65,68,120
63,65,120
58,53,230
62,63,230
53,52,216
56,52,216
62,62,216
53,56,216
57,56,216
62,66,216
62,69,216
52,58,216
59,58,216
62,66,120
52,56,240
57,56,240
61,64,120
54,59,120
59,70,120
