note,velocity,time
58,41,480
57,29,80
58,31,80
61,33,80
65,37,120
57,29,80
58,31,80
61,32,80
65,37,120
58,100,120
90,92,1440
82,78,1440
94,92,1440
75,51,360
84,61,360
87,61,360
84,68,120
77,57,120
89,68,120
90,71,240
78,60,240
84,71,240
85,68,240
77,57,240
89,68,240
57,27,80
58,29,80
61,30,80
65,35,120
57,27,80
58,29,80
61,30,80
65,35,120
56,100,120
92,90,1440
89,90,1440
80,76,1440
84,60,360
75,51,360
87,60,360
84,65,120
89,65,120
77,55,120
84,70,240
90,70,240
78,59,240
77,56,240
85,67,240
89,67,240
77,81,480
69,81,480
57,81,480
65,81,480
57,27,80
58,29,80
61,30,80
65,34,120
57,29,80
58,30,80
61,31,80
65,36,120
58,100,120
90,92,1080
94,92,1080
82,78,1080
87,58,120
84,58,120
75,49,120
84,58,240
75,49,240
87,58,240
75,51,360
84,61,360
87,61,360
89,68,120
84,68,120
77,57,120
84,71,240
90,71,240
78,60,240
85,68,240
89,68,240
77,57,240
57,29,80
58,30,80
61,32,80
65,37,120
57,29,80
58,30,80
61,32,80
65,37,120
48,100,120
84,64,1440
92,90,1440
96,90,1440
88,60,360
79,43,360
91,60,360
80,46,120
88,65,120
92,65,120
88,70,240
82,50,240
94,70,240
80,47,240
92,67,240
89,67,240
80,81,480
72,68,480
68,68,480
77,81,480
68,81,480
56,68,480
60,68,480
65,81,480
101,97,960
99,68,120
97,62,120
92,65,120
89,59,120
87,62,120
85,57,120
80,58,120
77,53,120
75,55,120
73,51,120
68,52,240
72,55,120
73,52,120
75,50,120
77,47,120
78,45,120
80,42,120
81,40,120
81,50,120
80,49,120
79,47,120
78,46,120
77,44,120
76,42,120
75,41,120
101,97,960
99,68,120
97,60,120
92,65,120
89,58,120
87,62,120
85,57,120
80,58,120
77,53,120
75,55,120
73,49,120
68,52,240
72,42,120
73,41,120
75,41,120
77,40,120
78,39,120
80,38,120
81,37,120
81,42,120
80,41,120
79,40,120
78,39,120
77,37,120
76,36,120
75,35,120
71,38,1440
77,59,960
75,53,360
73,52,110
71,38,720
73,54,720
70,56,720
78,56,1200
71,50,1440
77,52,230
77,51,240
75,50,240
73,49,240
70,44,720
73,44,720
82,56,720
68,44,720
73,44,720
82,62,480
82,64,231
67,44,60
73,45,1440
82,68,480
75,57,240
75,57,240
77,51,60
79,51,60
77,56,240
75,56,110
73,49,720
75,59,720
72,53,720
80,64,960
73,55,1440
79,60,240
77,59,240
79,60,240
77,59,360
75,56,120
72,56,1440
84,56,720
84,64,480
84,63,230
84,68,960
82,63,360
80,63,110
80,63,720
85,75,720
85,82,480
84,78,240
84,75,240
82,71,360
80,63,120
89,80,720
89,77,480
89,81,230
89,85,720
87,72,240
85,71,240
82,70,240
84,75,720
82,71,240
80,68,240
77,63,240
82,69,240
80,64,240
78,61,240
78,55,60
80,55,60
78,63,120
77,58,360
76,59,110
76,59,720
77,63,480
80,57,240
68,57,480
80,57,660
72,63,480
84,63,240
70,63,360
82,63,360
68,63,110
80,63,110
68,63,720
80,63,1440
73,75,720
85,75,720
80,60,1080
73,75,480
85,75,480
72,78,240
84,78,240
72,75,360
84,75,360
70,71,120
82,71,120
68,63,240
80,63,240
80,80,720
77,68,720
89,80,720
77,65,480
80,77,480
89,77,480
77,62,230
80,74,230
89,74,230
77,69,720
80,82,720
89,82,720
78,67,240
75,56,240
87,67,240
73,55,360
78,65,360
85,65,360
70,54,120
78,64,120
82,64,120
72,52,720
80,62,720
84,62,720
70,54,240
78,64,240
82,64,240
68,57,240
77,68,240
80,68,240
70,61,240
77,72,240
82,72,240
77,77,480
71,65,480
83,77,480
77,75,240
70,63,240
82,75,240
71,66,1200
77,78,1200
83,78,1200
70,64,240
77,76,240
82,76,240
71,68,240
77,81,240
83,81,240
70,66,240
77,78,240
82,78,240
71,66,240
77,78,240
83,78,240
71,68,480
78,81,480
83,81,480
70,69,240
78,82,240
82,82,240
94,96,1080
90,96,1080
82,81,1080
84,80,110
78,80,110
72,68,110
72,68,230
78,80,230
84,80,230
72,79,360
78,93,360
84,93,360
89,89,120
80,89,120
77,75,120
87,92,240
78,92,240
75,78,240
85,104,120
77,104,120
73,88,120
65,97,120
73,75,120
80,79,120
77,83,120
85,87,120
94,91,120
84,86,240
92,96,240
66,97,120
72,75,120
80,80,120
78,84,120
84,88,120
92,93,120
85,87,240
89,97,240
65,97,120
73,75,120
80,79,120
77,83,120
85,87,120
94,91,120
84,86,240
92,96,240
66,97,120
72,75,120
80,80,120
78,84,120
84,88,120
92,93,120
85,87,240
89,97,240
65,97,120
73,75,120
80,78,120
77,75,120
85,79,120
92,75,120
85,78,120
77,75,120
80,80,120
73,75,120
65,79,120
68,75,120
61,78,120
53,77,120
56,82,120
49,79,120
41,87,120
49,85,120
97,101,720
85,85,720
57,29,80
58,31,80
61,33,80
65,38,120
57,29,80
58,31,80
61,32,80
65,38,120
58,100,120
94,92,1440
90,92,1440
82,78,1440
75,51,360
84,61,360
87,61,360
77,57,120
84,68,120
89,68,120
78,60,240
84,71,240
90,71,240
77,57,240
85,68,240
89,68,240
57,27,80
58,29,80
61,30,80
65,35,120
57,27,80
58,29,80
61,30,80
65,35,120
56,100,120
92,90,1440
89,90,1440
80,76,1440
75,51,144
84,60,144
87,60,144
84,60,144
76,51,144
88,60,144
77,55,144
84,65,144
89,65,144
80,61,144
84,72,144
92,72,144
90,70,144
84,70,144
78,70,144
77,56,240
85,67,240
89,67,240
69,81,480
77,81,480
57,81,480
65,81,480
57,27,80
58,29,80
61,30,80
65,35,120
57,29,80
58,30,80
61,31,80
65,35,120
58,100,120
82,78,1080
90,92,1080
94,92,1080
87,58,120
84,58,120
75,49,120
87,58,240
84,58,240
75,49,240
75,51,360
84,61,360
87,61,360
84,68,120
89,68,120
77,57,120
84,71,240
78,60,240
90,71,240
85,68,240
77,57,240
89,68,240
57,29,80
58,30,80
61,32,80
65,37,120
57,29,80
58,30,80
61,32,80
65,37,120
48,100,120
84,76,1440
92,90,1440
96,90,1440
91,73,180
97,73,180
85,62,180
84,60,180
91,71,180
96,71,180
89,67,180
77,56,180
84,67,180
91,68,180
84,68,180
79,57,180
92,73,240
84,73,240
80,62,240
72,81,480
80,81,480
68,68,480
77,81,480
60,81,480
68,81,480
56,68,480
65,81,480
41,94,720
38,50,90
39,51,90
41,51,90
39,52,90
41,53,90
39,55,90
41,56,90
39,56,90
41,57,90
39,58,70
41,59,70
39,60,70
41,61,60
39,62,60
41,62,60
39,62,60
41,63,60
39,64,90
38,73,90
39,73,90
101,97,960
99,68,120
97,61,120
92,65,120
89,59,120
87,62,120
85,56,120
80,58,120
77,53,120
75,55,120
73,50,120
68,52,240
72,55,120
73,52,120
75,50,120
77,47,120
78,45,120
80,42,120
81,40,120
81,50,120
80,49,120
79,47,120
78,46,120
77,44,120
76,42,120
75,41,120
101,97,960
99,68,120
97,61,120
92,65,120
89,59,120
87,62,120
85,57,120
80,58,120
77,53,120
75,55,120
73,51,120
68,52,240
72,42,120
73,41,120
75,41,120
77,40,120
78,39,120
80,38,120
81,37,120
81,42,120
80,41,120
79,40,120
78,39,120
77,37,120
76,36,120
75,35,240
71,40,1440
77,59,960
75,53,360
73,52,110
71,43,720
73,58,720
70,56,720
78,56,1200
71,50,1440
77,52,240
77,51,240
75,50,240
73,49,230
70,44,720
73,44,720
82,56,720
68,44,720
73,44,720
82,62,480
82,64,240
67,44,60
73,45,1440
82,68,480
75,57,240
75,57,240
77,51,60
79,51,60
77,56,240
75,56,110
73,49,720
75,59,720
72,53,720
80,64,960
73,55,1440
79,60,240
77,59,240
79,60,240
77,59,360
75,56,120
72,56,1440
84,56,720
84,64,480
84,63,230
84,68,960
82,63,360
80,63,110
80,63,720
85,75,720
85,82,480
84,78,230
84,75,240
82,71,360
80,63,120
89,80,720
89,77,480
89,81,230
89,85,720
87,72,240
85,71,240
82,70,240
84,75,720
82,71,240
80,68,240
77,63,240
82,69,240
80,64,240
78,61,230
78,55,60
80,55,60
78,63,120
77,58,360
76,59,110
76,59,720
77,63,480
80,57,240
68,57,480
80,57,660
72,63,480
84,63,240
70,63,360
82,63,360
68,63,110
80,63,110
68,63,720
80,63,1440
73,75,720
85,75,720
78,60,720
80,60,720
73,75,360
85,75,360
84,71,120
72,71,120
80,70,240
78,70,240
72,70,240
84,70,240
80,60,360
78,60,360
72,75,360
84,75,360
70,71,120
82,71,120
78,60,240
68,63,240
80,63,240
80,80,720
77,68,720
89,80,720
77,65,480
80,77,480
89,77,480
77,66,230
80,78,230
89,78,230
77,69,720
80,82,720
89,82,720
78,67,240
75,56,240
87,67,240
73,55,360
78,65,360
85,65,360
70,54,120
78,64,120
82,64,120
72,52,720
80,62,720
84,62,720
70,54,240
78,64,240
82,64,240
68,57,240
77,68,240
80,68,240
70,61,240
77,72,240
82,72,240
77,77,480
71,65,480
83,77,480
77,75,240
70,63,240
82,75,240
71,66,1200
77,78,1200
83,78,1200
70,64,240
77,76,240
82,76,240
71,68,240
77,81,240
83,81,240
70,66,240
77,78,240
