note,velocity,time
44,46,115
49,48,140
52,50,140
56,51,140
49,46,140
52,47,140
56,49,140
61,51,140
52,46,140
56,47,140
61,49,140
64,51,140
56,47,140
61,48,140
64,49,140
68,50,140
61,47,140
64,47,140
68,49,140
73,50,140
64,51,140
68,47,140
73,51,140
76,52,140
68,50,140
73,51,140
76,54,120
68,79,120
76,94,120
80,94,120
73,79,120
68,67,120
73,67,120
80,79,120
76,79,120
44,47,115
48,48,140
51,50,140
56,51,140
48,47,140
51,48,140
56,51,140
60,52,140
51,47,140
56,48,140
60,50,140
63,51,140
56,46,140
60,47,140
63,49,140
68,51,140
60,47,140
63,48,140
68,50,140
72,51,140
63,47,140
68,48,140
72,51,140
75,52,140
68,51,140
72,51,140
75,52,120
68,79,120
72,79,120
75,94,120
80,94,120
72,66,120
80,78,120
68,66,120
75,78,120
49,66,140
53,62,140
56,66,140
61,68,140
53,62,140
56,62,140
61,65,140
65,68,140
56,62,140
61,65,140
65,67,140
68,68,140
61,62,140
65,63,140
68,66,140
73,67,140
65,62,140
68,62,140
73,66,140
77,68,140
68,62,140
73,66,140
77,68,140
80,66,140
73,68,140
77,69,140
80,71,120
77,87,120
85,103,120
80,103,120
73,87,120
80,90,120
85,90,120
73,77,120
77,77,120
49,61,140
54,63,140
57,62,140
61,69,60
61,72,140
66,76,140
69,73,140
73,79,60
73,77,140
78,81,140
81,76,120
73,90,120
85,108,120
78,90,120
73,88,120
78,88,120
85,104,120
49,75,140
52,77,140
55,79,140
61,76,60
61,77,140
64,79,140
67,79,140
73,80,60
73,77,140
76,79,140
79,80,120
85,105,120
73,89,120
79,105,120
73,89,120
79,105,120
85,105,120
72,88,240
84,104,240
80,104,240
68,74,120
80,58,120
68,75,120
80,60,120
70,76,120
80,60,120
72,76,120
80,61,120
73,78,120
80,62,120
75,79,120
80,62,120
72,79,120
80,62,120
75,80,120
80,62,120
73,80,120
80,62,120
78,84,120
80,62,120
76,80,120
80,62,120
75,80,120
80,62,120
73,79,120
80,62,120
72,79,120
80,62,120
69,77,120
79,61,120
68,76,120
80,60,120
68,75,120
80,59,120
68,74,120
80,59,120
70,74,120
80,61,120
72,76,120
80,59,120
73,76,120
80,62,120
75,77,120
80,61,120
72,79,120
80,62,120
75,79,120
80,62,120
73,80,120
80,65,120
78,84,120
80,68,120
76,84,120
80,67,120
75,84,120
80,67,120
73,84,120
80,66,120
72,84,120
80,67,120
69,84,120
79,66,120
68,84,120
80,66,120
69,79,120
79,67,120
68,84,120
80,66,120
69,79,120
79,67,120
68,84,120
80,66,120
69,79,120
79,65,120
68,84,120
80,66,120
69,79,120
79,65,120
68,84,240
80,84,240
56,113,1440
44,45,115
49,47,140
52,49,140
56,51,140
49,47,140
52,49,140
56,51,140
61,51,140
52,47,140
56,48,140
61,50,140
64,51,140
56,47,140
61,48,140
64,50,140
68,51,140
61,47,140
64,48,140
68,50,140
73,51,140
64,47,140
68,49,140
73,51,140
76,51,110
76,51,140
80,51,140
85,53,140
76,96,120
88,113,120
76,74,120
88,88,120
52,47,140
55,49,140
61,51,140
64,51,140
55,47,140
61,48,140
64,50,140
67,51,140
61,47,140
64,48,140
67,51,140
73,52,140
64,47,140
67,49,140
73,51,140
76,53,140
67,47,140
73,50,140
76,51,140
79,53,140
73,47,140
76,49,140
79,51,140
85,52,140
76,49,140
79,51,140
85,54,140
76,93,120
88,110,120
76,73,120
88,87,120
51,50,115
58,51,140
61,49,140
63,51,140
58,52,140
61,53,140
63,51,140
70,56,140
61,56,140
63,57,140
70,52,140
73,58,140
63,59,140
70,60,140
73,56,140
75,62,140
70,62,140
73,62,140
75,59,140
82,63,140
73,65,140
75,66,140
82,62,140
85,67,140
82,65,140
75,62,140
73,61,140
82,59,140
75,57,140
73,56,140
70,52,140
71,49,240
75,61,980
71,50,380
68,50,60
67,40,20
68,40,20
70,40,20
68,58,500
67,50,720
67,50,260
75,61,360
67,52,120
70,47,500
68,51,720
68,49,260
75,61,360
68,50,140
71,52,500
70,50,720
70,52,260
75,49,360
70,52,120
71,56,120
87,56,480
75,47,480
87,58,480
75,49,480
75,47,120
87,56,120
71,49,120
83,58,120
80,59,120
68,49,120
80,61,120
68,51,120
79,62,480
67,52,480
79,68,480
67,57,480
67,58,120
79,69,120
87,71,120
75,60,120
67,61,120
79,73,120
70,62,120
82,74,120
68,63,480
80,75,480
68,68,480
80,80,480
68,69,120
80,82,120
75,72,120
87,85,120
80,86,120
68,73,120
71,73,120
83,86,120
82,89,480
70,74,480
70,79,480
82,93,480
82,93,120
70,79,120
87,93,120
75,79,120
82,93,120
70,79,120
72,80,960
84,95,960
85,95,960
73,80,960
82,80,65
70,68,480
83,75,64
82,80,65
83,80,64
82,80,78
80,75,77
82,75,67
83,95,1440
71,80,1440
80,95,960
68,80,960
69,80,960
81,94,960
67,68,480
79,80,65
80,75,65
79,80,65
80,80,65
79,80,78
77,75,78
79,75,67
68,80,1440
80,95,1440
76,100,1080
69,83,1080
73,83,1080
81,100,1080
76,47,120
78,47,120
80,48,120
81,49,120
83,50,120
85,51,120
83,51,120
81,49,120
76,47,120
78,47,120
80,47,120
81,48,120
83,49,120
85,50,120
83,48,120
81,48,120
76,47,120
78,48,120
80,49,120
81,50,120
83,51,120
85,51,120
83,49,120
81,47,120
76,48,120
78,51,120
80,51,120
81,54,120
83,56,120
