note,velocity,time
67,56,120
72,60,120
76,63,108
67,50,120
72,47,120
76,47,120
67,56,120
72,60,120
76,62,108
67,50,120
72,48,120
76,48,120
69,56,120
74,60,120
77,65,108
69,51,120
74,50,120
77,50,120
69,58,120
74,60,120
77,65,108
69,52,120
74,50,120
77,50,120
67,56,120
74,60,120
77,65,108
67,51,120
74,50,120
77,50,120
67,56,120
74,60,120
77,65,108
67,52,120
74,50,120
77,50,120
67,53,120
72,55,120
76,60,108
67,50,120
72,47,120
76,47,120
67,55,120
72,57,120
76,61,108
67,50,120
72,48,120
76,48,120
69,61,120
76,66,120
81,70,108
69,55,120
76,51,120
81,51,120
69,61,120
76,65,120
81,68,108
69,55,120
76,52,120
81,52,120
66,56,120
69,60,120
74,63,108
66,50,120
69,47,120
74,47,120
66,56,120
69,60,120
74,62,108
66,50,120
69,48,120
74,48,120
67,58,120
74,63,120
79,66,108
67,51,120
74,50,120
79,50,120
67,58,120
74,62,120
79,65,108
67,52,120
74,50,120
79,50,120
64,56,120
67,60,120
72,63,108
64,50,120
67,47,120
72,47,120
64,56,120
67,60,120
72,62,108
64,50,120
67,48,120
72,48,120
64,56,120
67,60,120
72,63,108
64,50,120
67,47,120
72,47,120
64,56,120
67,60,120
72,62,108
64,50,120
67,48,120
72,48,120
62,56,120
66,60,120
72,63,108
62,50,120
66,47,120
72,47,120
62,56,120
66,60,120
72,62,108
62,50,120
66,48,120
72,48,120
62,53,120
67,56,120
71,60,108
62,46,120
67,45,120
71,45,120
62,53,120
67,56,120
71,58,108
62,47,120
67,45,120
71,45,120
64,53,120
67,56,120
73,60,108
64,46,120
67,45,120
73,45,120
64,53,120
67,56,120
73,58,108
64,47,120
67,45,120
73,45,120
62,56,120
69,60,120
74,63,108
62,50,120
69,47,120
74,47,120
62,56,120
69,60,120
74,62,108
62,50,120
69,48,120
74,48,120
62,53,120
65,56,120
71,60,108
62,46,120
65,45,120
71,45,120
62,53,120
65,56,120
71,58,108
62,47,120
65,45,120
71,45,120
60,53,120
67,56,120
72,60,108
60,46,120
67,45,120
72,45,120
60,53,120
67,56,120
72,58,108
60,47,120
67,45,120
72,45,120
57,50,120
60,53,120
65,56,108
57,45,120
60,42,120
65,42,120
57,50,120
60,53,120
65,55,108
57,45,120
60,43,120
65,43,120
57,50,120
60,53,120
65,56,108
57,45,120
60,42,120
65,42,120
57,50,120
60,53,120
65,55,108
57,45,120
60,43,120
65,43,120
55,50,120
59,53,120
65,56,108
55,45,120
59,42,120
65,42,120
55,50,120
59,53,120
65,55,108
55,45,120
59,43,120
65,43,120
55,50,120
60,53,120
64,56,108
55,45,120
60,42,120
64,42,120
55,50,120
60,53,120
64,55,108
55,45,120
60,43,120
64,43,120
58,47,120
60,50,120
64,53,108
58,41,120
60,40,120
64,40,120
58,47,120
60,50,120
64,52,108
58,42,120
60,40,120
64,40,120
57,47,120
60,50,120
64,53,108
57,41,120
60,40,120
64,40,120
57,47,120
60,50,120
64,52,108
57,42,120
60,40,120
64,40,120
57,50,120
60,53,120
63,56,108
57,45,120
60,42,120
63,42,120
57,50,120
60,53,120
63,55,108
57,45,120
60,43,120
63,43,120
59,47,120
60,50,120
62,53,108
59,41,120
60,40,120
62,40,120
59,47,120
60,50,120
62,52,108
59,42,120
60,40,120
62,40,120
55,50,120
59,53,120
62,56,108
55,45,120
59,42,120
62,42,120
55,50,120
59,53,120
62,55,108
55,45,120
59,43,120
62,43,120
55,50,120
60,53,120
64,56,108
55,45,120
60,42,120
64,42,120
55,50,120
60,53,120
64,55,108
55,45,120
60,43,120
64,43,120
55,53,120
60,56,120
65,60,108
55,46,120
60,45,120
65,45,120
55,53,120
60,56,120
65,58,108
55,47,120
60,45,120
65,45,120
55,53,120
59,56,120
65,60,108
55,46,120
59,45,120
65,45,120
55,53,120
59,56,120
65,58,108
55,47,120
59,45,120
65,45,120
57,56,120
60,60,120
66,63,108
57,50,120
60,47,120
66,47,120
57,56,120
60,60,120
66,62,108
57,50,120
60,48,120
66,48,120
55,58,120
60,63,120
67,66,108
55,51,120
60,50,120
67,50,120
55,58,120
60,62,120
67,65,108
55,52,120
60,50,120
67,50,120
55,50,120
60,53,120
65,56,108
55,45,120
60,42,120
65,42,120
55,50,120
60,53,120
65,55,108
55,45,120
60,43,120
65,43,120
55,50,120
59,53,120
65,56,108
55,45,120
59,42,120
65,42,120
55,50,120
59,53,120
65,55,108
55,45,120
59,43,120
65,43,120
55,53,120
58,56,120
64,60,108
55,46,120
58,45,120
64,45,120
55,53,120
58,56,120
64,58,108
55,47,120
58,45,120
64,45,120
53,50,120
57,53,120
60,55,120
65,53,120
60,53,120
57,53,120
60,55,120
57,50,120
53,47,120
57,46,120
53,46,120
50,42,120
53,43,120
50,38,120
67,50,120
71,53,120
74,55,120
77,60,120
74,55,120
71,53,120
74,56,120
71,53,120
67,56,120
71,53,120
62,55,120
65,50,120
64,50,120
62,50,120
72,50,1440
67,50,1440
64,50,1440
