note,velocity,position,duration
46,77,1800,120
51,89,1920,840
55,77,2760,120
56,83,2880,120
57,81,3360,120
58,89,3840,960
87,84,4800,120
82,70,4800,120
79,70,4800,120
75,70,4800,120
46,77,5640,120
51,89,5760,840
55,77,6600,120
58,83,6720,120
60,81,7200,120
61,89,7680,960
91,85,8640,120
87,70,8640,120
82,70,8640,120
79,70,8640,120
48,77,9480,120
51,89,9600,840
56,64,10440,120
60,72,10560,320
61,75,10880,320
62,79,11200,320
63,89,11520,960
92,84,12480,120
87,70,12480,120
84,70,12480,120
80,70,12480,120
48,77,13320,120
51,89,13440,840
56,70,14280,120
60,68,14400,240
63,70,14640,240
64,74,14880,240
65,79,15120,240
66,89,15360,960
93,84,16320,120
90,70,16320,120
84,70,16320,120
81,70,16320,120
63,36,17440,48
68,36,17440,48
65,36,17600,48
71,36,17600,48
66,40,17760,48
72,40,17760,48
68,37,17920,48
74,37,17920,48
69,37,18080,48
75,37,18080,48
71,41,18240,48
77,41,18240,48
72,37,18400,48
78,37,18400,48
74,38,18560,48
80,38,18560,48
75,42,18720,48
81,42,18720,48
77,40,18880,48
83,40,18880,48
78,40,19040,48
84,40,19040,48
80,42,19200,48
86,42,19200,48
81,44,19360,48
87,44,19360,48
83,45,19520,48
89,45,19520,48
84,46,19680,48
90,46,19680,48
86,47,19840,48
92,47,19840,48
87,48,20000,48
93,48,20000,48
89,51,20160,48
95,51,20160,48
90,53,20320,48
96,53,20320,48
91,55,20480,48
97,55,20480,48
92,58,20640,36
98,58,20640,36
93,61,20760,36
99,61,20760,36
94,62,20880,36
100,62,20880,36
95,64,21000,36
101,64,21000,36
102,67,21120,36
96,67,21120,36
75,50,22800,600
69,40,23040,960
77,46,23400,60
75,47,23460,60
74,50,23520,240
72,41,23760,150
72,30,23970,270
77,47,24000,240
69,37,24240,240
70,37,24480,240
70,50,25440,840
64,40,25920,960
72,46,26280,60
70,47,26340,60
68,50,26400,240
67,41,26640,150
67,30,26850,270
72,47,26880,240
64,37,27120,240
65,37,27360,240
65,50,28320,840
63,40,28800,960
67,46,29160,60
65,47,29220,60
64,50,29280,240
65,41,29520,150
58,36,29700,540
65,41,29730,270
70,45,29760,240
62,37,30000,240
63,37,30240,240
58,36,30660,540
63,35,30690,270
71,45,30720,240
62,37,30960,240
63,37,31200,240
63,31,31620,50
53,37,31680,960
56,37,31680,960
63,37,31680,240
59,31,31920,240
63,37,32160,240
60,31,32400,240
63,39,32640,320
61,33,32960,320
63,33,33280,320
62,35,33600,240
63,28,33840,60
62,28,33900,60
61,28,33960,60
62,28,34020,60
58,32,34080,360
62,35,34110,330
67,38,34140,300
56,35,34440,120
65,35,34440,120
58,60,38280,120
63,68,38400,840
67,57,39240,120
68,57,39360,60
69,66,39840,60
70,71,40320,960
75,68,41280,60
67,49,41760,360
70,63,41760,360
65,46,42120,60
68,59,42120,60
67,47,42180,60
70,59,42180,60
65,54,42240,240
68,69,42240,240
67,60,42960,240
64,50,42960,240
68,66,43200,60
65,51,43200,60
67,50,43680,60
70,64,43680,60
67,68,44160,960
63,54,44160,960
58,58,45280,160
59,50,45440,160
60,51,45600,160
61,55,45760,160
62,58,45920,160
63,68,46080,840
67,57,46920,120
68,57,47040,60
69,66,47520,60
69,49,47880,40
70,44,47920,40
72,47,47960,40
70,54,48000,48
72,49,48048,48
70,50,48096,48
72,47,48144,48
70,50,48192,48
72,47,48240,48
70,50,48288,48
72,47,48336,48
70,50,48384,48
72,45,48432,48
70,50,48480,48
72,46,48528,48
70,50,48576,48
72,45,48624,48
70,50,48672,48
72,47,48720,60
70,53,48780,60
69,50,48840,60
70,50,48900,60
79,68,48960,60
75,58,48960,60
67,49,49680,120
70,63,49680,120
65,46,49800,60
68,59,49800,60
67,47,49860,60
70,59,49860,60
65,54,49920,240
68,69,49920,240
64,50,50640,240
67,60,50640,240
68,66,50880,60
65,51,50880,60
62,50,51360,60
70,64,51360,60
63,68,51840,960
70,60,55560,120
63,62,55680,840
75,74,55680,840
