note,velocity,position,duration
69,41,884,7307
73,41,969,7222
76,51,1054,7137
71,41,9076,7307
75,41,9161,7222
78,55,9246,7137
69,41,17268,7307
73,41,17353,7222
76,55,17438,7137
67,41,25460,7307
71,41,25545,7222
74,55,25630,7137
69,41,33652,7307
73,41,33737,7222
76,51,33822,7137
71,41,41844,7307
75,41,41929,7222
78,55,42014,7137
69,41,50036,7307
73,41,50121,7222
76,55,50206,7137
67,41,58228,7307
71,41,58313,7222
74,55,58398,7137
61,69,10,505
68,64,546,7645
63,69,8196,511
70,64,8738,7645
61,69,16388,511
68,64,16930,7645
59,69,24580,511
66,64,25122,7645
61,69,32778,505
68,64,33314,7645
63,69,40964,511
70,64,41506,7645
61,69,49156,511
68,64,49698,7645
59,69,57348,511
66,64,57890,7645
