note,velocity,position,duration
69,75,16930,507
69,76,17438,504
69,75,17943,479
70,78,18453,479
69,75,18963,232
65,75,19211,241
63,63,21026,507
63,64,21534,504
63,63,22039,509
63,66,22549,540
67,75,23059,232
65,75,23307,241
69,75,25122,507
69,76,25630,504
69,75,26135,479
70,78,26645,479
69,75,27155,232
65,75,27403,241
63,75,28165,232
62,75,28413,243
63,80,28676,541
63,75,29218,233
62,75,29467,243
63,76,29726,242
67,75,29984,756
65,78,30741,202
77,76,31756,197
69,75,49698,507
69,76,50206,504
69,75,50711,479
70,78,51221,479
69,75,51731,232
65,75,51979,241
63,63,53794,507
63,64,54302,504
63,63,54807,509
63,66,55317,540
67,75,55827,232
65,75,56075,241
69,75,57890,507
69,76,58398,504
69,75,58903,479
70,78,59413,479
69,75,59923,232
65,75,60171,241
63,75,60933,232
62,75,61181,243
63,80,61444,541
63,75,61986,233
62,75,62235,243
63,76,62494,242
67,75,62752,756
65,78,63509,202
77,76,64524,197
41,69,10,228
36,64,795,104
39,64,1559,202
41,67,2069,202
36,64,2827,102
39,64,3589,199
41,69,4100,234
36,64,4891,104
39,64,5655,202
41,67,6165,202
36,64,6923,102
39,64,7685,199
41,69,8202,228
36,64,8987,104
39,64,9751,202
41,67,10261,202
36,64,11019,102
39,64,11781,199
41,69,12292,234
36,64,13083,104
39,64,13847,202
41,67,14357,202
36,64,15115,102
39,64,15877,199
41,69,16388,234
36,64,17179,104
39,64,17943,202
41,67,18453,202
36,64,19211,102
39,64,19973,199
41,69,20484,234
36,64,21275,104
39,64,22039,202
41,67,22549,202
36,64,23307,102
39,64,24069,199
41,69,24580,234
36,64,25371,104
39,64,26135,202
41,67,26645,202
36,64,27403,102
39,64,28165,199
41,69,28676,234
36,64,29467,104
39,64,30231,202
41,67,30741,202
36,64,31499,102
39,64,32261,199
41,69,32778,228
36,64,33563,104
39,64,34327,202
41,67,34837,202
36,64,35595,102
39,64,36357,199
41,69,36868,234
36,64,37659,104
39,64,38423,202
41,67,38933,202
36,64,39691,102
39,64,40453,199
41,69,40970,228
36,64,41755,104
39,64,42519,202
41,67,43029,202
36,64,43787,102
39,64,44549,199
41,69,45060,234
36,64,45851,104
39,64,46615,202
41,67,47125,202
36,64,47883,102
39,64,48645,199
41,69,49156,234
36,64,49947,104
39,64,50711,202
41,67,51221,202
36,64,51979,102
39,64,52741,199
41,69,53252,234
36,64,54043,104
39,64,54807,202
41,67,55317,202
36,64,56075,102
39,64,56837,199
41,69,57348,234
36,64,58139,104
39,64,58903,202
41,67,59413,202
36,64,60171,102
39,64,60933,199
41,69,61444,234
36,64,62235,104
39,64,62999,202
41,67,63509,202
36,64,64267,102
39,64,65029,199
