note,velocity,position,duration
76,67,10,505
83,62,546,477
90,63,1054,474
86,62,1559,479
88,65,2069,479
83,62,2579,474
79,63,3084,474
83,62,3589,476
76,67,4100,511
83,62,4642,477
90,63,5150,474
91,62,5655,479
93,65,6165,479
91,62,6675,474
90,63,7180,474
86,62,7685,476
76,67,8196,511
83,62,8738,477
90,63,9246,474
86,62,9751,479
88,65,10261,479
83,62,10771,474
79,63,11276,474
83,62,11781,476
76,67,12292,511
83,62,12834,477
90,63,13342,474
91,62,13847,479
93,65,14357,479
91,62,14867,474
90,63,15372,474
86,62,15877,476
76,67,16388,511
24,60,16388,4091
83,62,16930,477
90,63,17438,474
86,62,17943,479
88,65,18453,479
83,62,18963,474
79,63,19468,474
83,62,19973,476
76,67,20484,511
23,60,20484,4091
83,62,21026,477
90,63,21534,474
91,62,22039,479
93,65,22549,479
91,62,23059,474
90,63,23564,474
86,62,24069,476
76,67,24580,511
28,61,24580,8187
83,62,25122,477
90,63,25630,474
86,62,26135,479
88,65,26645,479
83,62,27155,474
79,63,27660,474
83,62,28165,476
76,67,28676,511
83,60,29218,477
90,57,29726,474
91,53,30231,479
93,49,30741,479
91,45,31251,474
90,42,31756,474
86,38,32261,476
59,68,32772,1085
28,74,32772,3067
64,64,33818,1055
67,66,34834,1045
64,68,35844,1085
33,75,35844,2061
57,68,36890,478
66,82,36890,508
59,67,37399,476
67,81,37399,506
60,70,37906,470
69,84,37906,500
27,77,37906,1005
57,67,38407,474
66,81,38407,504
59,72,38916,1554
67,86,38916,1554
28,74,38916,3067
66,63,40471,1038
64,75,41479,230
62,75,41725,243
60,80,41988,1045
24,73,41988,2061
57,68,43034,478
66,82,43034,508
59,67,43543,476
67,81,43543,506
60,70,44050,470
69,84,44050,500
23,76,44050,1005
63,67,44551,474
71,81,44551,504
64,72,45060,1045
67,86,45060,1045
28,74,45060,3067
66,76,46106,1015
59,78,47122,1005
59,72,48132,1045
64,86,48132,1045
24,73,48132,3067
57,68,49178,1015
62,82,49178,1015
55,70,50194,1005
60,84,50194,1005
54,72,51204,509
62,86,51204,539
23,73,51204,3067
52,67,51744,475
60,81,51744,505
50,68,52250,508
59,82,52250,508
50,67,52759,977
57,81,52759,1007
54,67,53767,474
64,81,53767,504
55,72,54276,1554
59,86,54276,1554
24,73,54276,2061
54,75,55831,506
54,70,56338,470
57,84,56338,500
26,77,56338,1005
60,75,56839,474
59,68,57348,1085
28,74,57348,3067
64,64,58394,1055
67,66,59410,1045
64,68,60420,1085
33,75,60420,2061
57,68,61466,478
66,82,61466,508
59,67,61975,476
67,81,61975,506
60,70,62482,470
69,84,62482,500
27,77,62482,1005
57,67,62983,474
66,81,62983,504
59,72,63492,1554
67,86,63492,1554
28,74,63492,3067
66,63,65047,1038
