note,velocity,position,duration
67,85,10,1043
79,99,10,1043
38,81,10,228
38,76,546,200
65,81,1054,197
77,95,1054,197
33,89,1054,752
64,80,1559,232
76,94,1559,247
65,80,1807,1276
77,94,1807,1276
38,88,1807,771
38,88,2579,197
64,81,3084,197
76,95,3084,197
33,89,3084,474
62,80,3589,199
74,94,3589,199
32,88,3589,476
62,85,4100,511
74,99,4100,541
31,93,4100,234
64,80,4642,200
76,94,4642,200
31,88,4642,200
62,81,5150,197
74,95,5150,197
38,89,5150,752
60,80,5655,232
72,94,5655,247
55,80,5903,1276
67,94,5903,1276
31,88,5903,771
31,88,6675,197
52,81,7180,474
64,95,7180,504
33,89,7180,474
53,80,7685,476
65,94,7685,506
35,88,7685,476
55,85,8196,234
67,99,8196,234
36,93,8196,234
36,88,8738,200
55,80,8987,243
67,94,8987,258
31,89,9246,752
57,80,9751,479
69,94,9751,509
36,88,9999,771
55,83,10261,1014
67,97,10261,1014
36,88,10771,197
62,81,11276,474
74,95,11276,504
31,89,11276,474
59,80,11781,476
71,94,11781,506
35,88,11781,476
61,85,12292,234
73,99,12292,234
33,93,12292,234
33,88,12834,200
61,80,13083,243
73,94,13083,258
28,88,13342,752
62,80,13847,202
74,94,13847,202
33,88,14095,771
64,83,14357,1014
76,97,14357,1014
33,88,14867,197
62,81,15372,474
74,95,15372,504
35,89,15372,474
64,80,15877,476
76,94,15877,506
37,88,15877,476
38,93,16388,234
67,80,16930,477
79,94,16930,507
38,88,16930,200
65,81,17438,197
77,95,17438,197
33,89,17438,752
64,80,17943,232
76,94,17943,247
65,80,18191,1276
77,94,18191,1276
38,88,18191,771
38,88,18963,197
64,81,19468,197
76,95,19468,197
33,89,19468,474
62,80,19973,199
74,94,19973,199
32,88,19973,476
62,85,20484,511
74,99,20484,541
31,93,20484,234
64,80,21026,200
76,94,21026,200
31,88,21026,200
62,81,21534,197
74,95,21534,197
38,89,21534,752
60,80,22039,232
72,94,22039,247
55,80,22287,1276
67,94,22287,1276
31,88,22287,771
31,88,23059,197
52,81,23564,474
64,95,23564,504
33,89,23564,474
53,80,24069,476
65,94,24069,506
35,88,24069,476
55,85,24580,234
67,99,24580,234
36,93,24580,234
57,80,25122,200
69,94,25122,200
36,88,25122,200
55,81,25630,242
67,95,25630,257
31,89,25630,752
54,80,25888,464
66,94,25888,494
55,80,26383,771
67,94,26383,771
36,88,26383,771
55,80,27155,474
67,94,27155,504
36,88,27155,197
62,81,27660,474
74,95,27660,504
31,89,27660,474
59,80,28165,476
71,94,28165,506
35,88,28165,476
60,85,28676,234
72,99,28676,234
36,93,28676,234
60,80,29467,243
72,94,29467,258
36,88,29467,243
59,80,30231,202
71,94,30231,202
35,88,30231,479
60,83,30741,202
72,97,30741,202
36,91,30741,202
62,89,31756,474
64,88,32261,476
67,85,32778,1043
79,99,32778,1043
38,81,32778,228
38,76,33314,200
65,81,33822,197
77,95,33822,197
33,89,33822,752
64,80,34327,232
76,94,34327,247
65,80,34575,1276
77,94,34575,1276
38,88,34575,771
38,88,35347,197
64,81,35852,197
76,95,35852,197
33,89,35852,474
62,80,36357,199
74,94,36357,199
32,88,36357,476
62,85,36868,511
74,99,36868,541
31,93,36868,234
64,80,37410,200
76,94,37410,200
31,88,37410,200
62,81,37918,197
74,95,37918,197
38,89,37918,752
60,80,38423,232
72,94,38423,247
55,80,38671,1276
67,94,38671,1276
31,88,38671,771
31,88,39443,197
52,81,39948,474
64,95,39948,504
33,89,39948,474
53,80,40453,476
65,94,40453,506
35,88,40453,476
55,85,40964,234
67,99,40964,234
36,93,40964,234
36,88,41506,200
55,80,41755,243
67,94,41755,258
31,89,42014,752
57,80,42519,479
69,94,42519,509
36,88,42767,771
55,83,43029,1014
67,97,43029,1014
36,88,43539,197
62,81,44044,474
74,95,44044,504
31,89,44044,474
59,80,44549,476
71,94,44549,506
35,88,44549,476
61,85,45060,234
73,99,45060,234
33,93,45060,234
33,88,45602,200
61,80,45851,243
73,94,45851,258
28,88,46110,752
62,80,46615,202
74,94,46615,202
33,88,46863,771
64,83,47125,1014
76,97,47125,1014
33,88,47635,197
62,81,48140,474
74,95,48140,504
35,89,48140,474
64,80,48645,476
76,94,48645,506
37,88,48645,476
38,93,49156,234
67,80,49698,477
79,94,49698,507
38,88,49698,200
65,81,50206,197
77,95,50206,197
33,89,50206,752
64,80,50711,232
76,94,50711,247
65,80,50959,1276
77,94,50959,1276
38,88,50959,771
38,88,51731,197
64,81,52236,197
76,95,52236,197
33,89,52236,474
62,80,52741,199
74,94,52741,199
32,88,52741,476
62,85,53252,511
74,99,53252,541
31,93,53252,234
64,80,53794,200
76,94,53794,200
31,88,53794,200
62,81,54302,197
74,95,54302,197
38,89,54302,752
60,80,54807,232
72,94,54807,247
55,80,55055,1276
67,94,55055,1276
31,88,55055,771
31,88,55827,197
52,81,56332,474
64,95,56332,504
33,89,56332,474
53,80,56837,476
65,94,56837,506
35,88,56837,476
55,85,57348,234
67,99,57348,234
36,93,57348,234
57,80,57890,200
69,94,57890,200
36,88,57890,200
55,81,58398,242
67,95,58398,257
31,89,58398,752
54,80,58656,464
66,94,58656,494
55,80,59151,771
67,94,59151,771
36,88,59151,771
55,80,59923,474
67,94,59923,504
36,88,59923,197
62,81,60428,474
74,95,60428,504
31,89,60428,474
59,80,60933,476
71,94,60933,506
35,88,60933,476
60,85,61444,234
72,95,61444,234
36,93,61444,234
60,80,62235,243
72,94,62235,258
36,88,62235,243
59,80,62999,202
71,94,62999,202
35,88,62999,479
60,83,63509,202
72,97,63509,172
36,91,63509,202
38,81,65540,234
38,76,66082,200
33,89,66590,752
38,88,67343,771
38,88,68115,197
33,89,68620,474
32,88,69125,476
31,93,69636,234
31,88,70178,200
38,89,70686,752
31,88,71439,771
31,88,72211,197
33,89,72716,474
35,88,73221,476
36,93,73732,234
36,88,74274,200
31,89,74782,752
36,88,75535,771
36,88,76307,197
31,89,76812,474
35,88,77317,476
33,93,77828,234
33,88,78370,200
28,88,78878,752
33,88,79631,771
33,88,80403,197
35,89,80908,474
37,88,81413,476
38,93,81924,234
38,88,82466,200
33,89,82974,752
38,88,83727,771
38,88,84499,197
33,89,85004,474
32,88,85509,476
31,93,86020,234
31,88,86562,200
38,89,87070,752
31,88,87823,771
31,88,88595,197
33,89,89100,474
35,88,89605,476
36,93,90116,234
36,88,90658,200
31,89,91166,752
36,88,91919,771
36,88,92691,197
31,89,93196,474
35,88,93701,476
36,93,94212,234
36,88,95003,243
35,88,95767,479
36,91,96277,202
67,85,98314,1043
79,99,98314,1043
38,81,98314,228
38,76,98850,200
65,81,99358,197
77,95,99358,197
33,89,99358,752
64,80,99863,232
76,94,99863,247
65,80,100111,1276
77,94,100111,1276
38,88,100111,771
38,88,100883,197
64,81,101388,197
76,95,101388,197
33,89,101388,474
62,80,101893,199
74,94,101893,199
32,88,101893,476
62,85,102404,511
74,99,102404,541
31,93,102404,234
64,80,102946,200
76,94,102946,200
31,88,102946,200
62,81,103454,197
74,95,103454,197
38,89,103454,752
60,80,103959,232
72,94,103959,247
55,80,104207,1276
67,94,104207,1276
31,88,104207,771
31,88,104979,197
52,81,105484,474
64,95,105484,504
33,89,105484,474
53,80,105989,476
65,94,105989,506
35,88,105989,476
55,85,106500,234
67,99,106500,234
36,93,106500,234
36,88,107042,200
55,80,107291,243
67,94,107291,258
31,89,107550,752
57,80,108055,479
69,94,108055,509
36,88,108303,771
55,83,108565,1014
67,97,108565,1014
36,88,109075,197
62,81,109580,474
74,95,109580,504
31,89,109580,474
59,80,110085,476
71,94,110085,506
35,88,110085,476
61,85,110596,234
73,99,110596,234
33,93,110596,234
33,88,111138,200
61,80,111387,243
73,94,111387,258
28,88,111646,752
62,80,112151,202
74,94,112151,202
33,88,112399,771
64,83,112661,1014
76,97,112661,1014
33,88,113171,197
62,81,113676,474
74,95,113676,504
35,89,113676,474
64,80,114181,476
76,94,114181,506
37,88,114181,476
38,93,114692,234
67,80,115234,477
79,94,115234,507
38,88,115234,200
65,81,115742,197
77,95,115742,197
33,89,115742,752
64,80,116247,232
76,94,116247,247
65,80,116495,1276
77,94,116495,1276
38,88,116495,771
38,88,117267,197
64,81,117772,197
76,95,117772,197
33,89,117772,474
62,80,118277,199
74,94,118277,199
32,88,118277,476
62,85,118788,511
74,99,118788,541
31,93,118788,234
64,80,119330,200
76,94,119330,200
31,88,119330,200
62,81,119838,197
74,95,119838,197
38,89,119838,752
60,80,120343,232
72,94,120343,247
55,80,120591,1276
67,94,120591,1276
31,88,120591,771
31,88,121363,197
52,81,121868,474
64,95,121868,504
33,89,121868,474
53,80,122373,476
65,94,122373,506
35,88,122373,476
55,85,122884,234
67,99,122884,234
36,93,122884,234
57,80,123426,200
69,94,123426,200
36,88,123426,200
55,81,123934,242
67,95,123934,257
31,89,123934,752
54,80,124192,464
66,94,124192,494
55,80,124687,771
67,94,124687,771
36,88,124687,771
55,80,125459,474
67,94,125459,504
36,88,125459,197
62,81,125964,474
74,95,125964,504
31,89,125964,474
59,80,126469,476
71,94,126469,506
35,88,126469,476
60,85,126980,234
72,95,126980,234
36,93,126980,234
60,80,127771,243
72,94,127771,258
36,88,127771,243
59,80,128535,202
71,94,128535,202
35,88,128535,479
60,83,129045,202
72,97,129045,172
36,91,129045,202
38,81,131076,234
38,76,131618,200
33,89,132126,752
38,88,132879,771
38,88,133651,197
33,89,134156,474
32,88,134661,476
31,93,135172,234
31,88,135714,200
38,89,136222,752
31,88,136975,771
31,88,137747,197
33,89,138252,474
35,88,138757,476
36,93,139268,234
36,88,139810,200
31,89,140318,752
36,88,141071,771
36,88,141843,197
31,89,142348,474
35,88,142853,476
33,93,143364,234
33,88,143906,200
28,88,144414,752
33,88,145167,771
33,88,145939,197
35,89,146444,474
37,88,146949,476
38,93,147460,234
38,88,148002,200
33,89,148510,752
38,88,149263,771
38,88,150035,197
33,89,150540,474
32,88,151045,476
31,93,151556,234
31,88,152098,200
38,89,152606,752
31,88,153359,771
31,88,154131,197
33,89,154636,474
35,88,155141,476
36,93,155652,234
36,88,156194,200
31,89,156702,752
36,88,157455,771
36,88,158227,197
31,89,158732,474
35,88,159237,476
36,93,159748,234
36,88,160539,243
35,88,161303,479
36,91,161813,202
