note,velocity,position,duration
67,60,1,360
71,48,360,60
69,48,420,60
67,56,480,240
62,53,1200,240
67,53,1440,240
71,53,1680,240
71,57,1920,120
69,54,2040,120
67,54,2160,120
69,54,2280,120
67,57,2400,240
74,54,2640,240
74,54,2880,120
74,54,3120,120
74,54,3360,120
74,54,3600,120
74,57,3840,360
76,47,4200,60
74,47,4260,60
72,52,4320,240
71,50,4560,240
69,52,4800,240
81,68,5040,480
79,65,5520,240
79,63,5760,120
78,54,5880,120
76,54,6000,120
74,54,6120,120
74,54,6240,240
74,56,6480,240
74,54,6720,120
76,52,6840,120
72,54,6960,120
74,52,7080,120
71,54,7200,120
72,51,7320,120
69,54,7440,120
71,52,7560,120
67,60,7681,360
71,46,8040,60
69,47,8100,60
67,56,8160,240
62,53,8880,240
67,53,9120,240
71,53,9360,240
71,57,9600,120
69,54,9720,120
67,54,9840,120
69,54,9960,120
67,57,10080,240
76,54,10320,240
76,54,10560,120
76,54,10800,120
76,54,11040,120
76,54,11280,120
76,57,11520,360
79,50,11880,60
81,52,11940,60
83,60,12000,360
79,49,12360,60
76,49,12420,60
74,60,12480,480
73,52,12960,80
74,43,13040,80
73,48,13120,80
74,43,13200,60
73,48,13260,60
74,42,13320,60
73,47,13380,60
74,52,13440,120
76,49,13560,120
78,50,13680,120
79,51,13800,120
81,51,13920,120
78,51,14040,120
76,50,14160,120
74,50,14280,120
73,53,14400,120
74,48,14520,120
76,49,14640,120
78,49,14760,120
79,49,14880,120
76,49,15000,120
74,48,15120,120
73,48,15240,120
74,52,15360,120
76,47,15480,120
78,48,15600,120
79,49,15720,120
81,50,15840,120
78,49,15960,120
76,48,16080,120
74,47,16200,120
73,53,16320,120
74,47,16440,120
76,47,16560,120
78,48,16680,120
79,49,16800,120
76,49,16920,120
74,48,17040,120
73,48,17160,120
74,58,17280,420
85,77,17700,60
86,87,17760,480
67,60,19201,360
71,48,19560,60
69,48,19620,60
67,56,19680,240
62,53,20400,240
67,53,20640,240
71,53,20880,240
71,57,21120,120
69,54,21240,120
67,54,21360,120
69,54,21480,120
67,57,21600,240
74,54,21840,240
