note,velocity,position,duration
72,40,960,240
74,37,1200,240
65,34,1440,720
76,45,1440,240
72,38,1680,240
76,38,1920,360
67,34,2160,720
74,34,2280,60
76,34,2340,60
74,43,2400,240
71,38,2640,240
64,34,2880,720
74,40,2880,120
74,49,3360,480
65,34,3600,720
72,40,3840,240
69,37,4080,240
62,34,4320,720
72,45,4320,240
69,38,4560,240
72,38,4800,240
71,45,5040,240
60,34,5040,720
67,43,5280,240
71,38,5520,240
59,34,5760,720
69,40,5760,120
69,46,6240,480
60,34,6480,720
67,40,6720,240
64,37,6960,240
59,34,7200,720
67,45,7200,240
62,38,7440,240
67,38,7680,360
57,34,7920,720
64,34,8040,60
66,34,8100,60
64,43,8160,240
62,38,8400,240
59,30,8640,720
67,40,8640,240
62,33,8880,240
67,32,9120,360
57,28,9360,720
64,27,9480,60
66,27,9540,60
64,34,9600,240
62,29,9840,240
59,25,10080,120
67,30,10080,120
59,24,10560,960
67,29,10560,960
72,40,12480,240
74,37,12720,240
65,34,12960,720
76,45,12960,240
72,38,13200,240
76,38,13440,360
67,34,13680,720
74,34,13800,60
76,34,13860,60
74,43,13920,240
71,38,14160,240
64,34,14400,720
74,40,14400,120
74,49,14880,480
65,34,15120,720
72,40,15360,240
69,37,15600,240
62,34,15840,720
72,45,15840,240
69,38,16080,240
72,38,16320,240
71,45,16560,240
60,34,16560,720
67,43,16800,240
71,38,17040,240
59,34,17280,720
69,40,17280,120
69,46,17760,480
60,34,18000,720
67,40,18240,240
64,37,18480,240
59,34,18720,720
67,45,18720,240
62,38,18960,240
67,38,19200,360
57,34,19440,720
64,34,19560,60
66,34,19620,60
64,43,19680,240
62,38,19920,240
59,30,20160,720
67,40,20160,240
62,33,20400,240
67,32,20640,360
57,28,20880,720
64,27,21000,60
66,27,21060,60
64,34,21120,240
62,29,21360,240
59,25,21600,120
67,30,21600,120
59,24,22080,1440
67,29,22080,1440
59,17,23520,480
67,20,23520,480
68,73,24480,720
71,75,24480,720
69,62,25200,720
72,75,25200,720
68,72,25920,120
71,75,25920,120
68,48,26400,480
71,75,26400,480
71,40,26880,240
73,37,27120,240
64,34,27360,720
75,45,27360,240
71,38,27600,240
75,38,27840,360
63,34,28080,720
73,34,28200,60
75,34,28260,60
73,43,28320,240
69,38,28560,240
64,27,28800,120
68,27,28800,120
71,34,28800,120
64,33,29280,480
68,33,29280,480
71,41,29280,480
71,73,30240,720
74,75,30240,720
72,62,30960,720
75,75,30960,720
71,72,31680,120
74,75,31680,120
71,48,32160,480
74,75,32160,480
74,40,32640,240
76,37,32880,240
67,34,33120,720
78,45,33120,240
74,38,33360,240
78,38,33600,360
66,34,33840,720
76,34,33960,60
78,34,34020,60
76,43,34080,240
72,38,34320,240
67,27,34560,120
71,27,34560,120
74,34,34560,120
67,33,35040,480
71,33,35040,480
74,41,35040,480
74,43,35520,120
76,43,35640,120
69,30,35760,240
72,30,35760,240
78,38,35760,240
67,27,36014,120
71,27,36014,120
74,34,36014,120
67,33,36480,480
71,33,36480,480
74,41,36480,480
74,43,36960,120
76,43,37080,120
69,30,37200,240
72,30,37200,240
77,38,37200,240
74,43,37680,120
76,43,37800,120
69,30,37920,120
72,30,37920,120
78,38,37920,120
74,43,38400,120
76,43,38520,120
69,30,38640,120
72,30,38640,120
77,38,38640,120
74,43,39120,120
76,43,39240,120
69,30,39360,120
72,30,39360,120
78,38,39360,120
74,43,39840,120
76,43,39960,120
69,30,40080,120
72,30,40080,120
77,38,40080,120
77,43,40560,120
79,43,40680,120
72,30,40800,120
74,30,40800,120
81,38,40800,120
77,43,41280,120
79,43,41400,120
71,30,41520,120
74,30,41520,120
81,38,41520,120
76,43,42000,120
77,43,42120,120
71,30,42240,120
72,30,42240,120
79,38,42240,120
76,43,42720,120
77,43,42840,120
71,29,42960,120
72,29,42960,120
79,37,42960,120
76,41,43440,120
77,41,43560,120
69,28,43680,120
72,28,43680,120
79,36,43680,120
76,39,44160,120
77,39,44280,120
69,27,44400,120
72,27,44400,120
79,34,44400,120
74,37,44880,120
76,37,45000,120
69,26,45120,120
71,26,45120,120
77,33,45120,120
74,36,45600,120
76,36,45720,120
69,24,45840,120
71,24,45840,120
77,31,45840,120
74,34,46320,120
76,34,46440,120
67,23,46560,120
71,23,46560,120
77,30,46560,120
74,32,47040,120
76,32,47160,120
67,22,47280,120
71,22,47280,120
77,28,47280,120
72,30,47760,120
74,30,47880,120
67,21,48000,120
69,21,48000,120
76,26,48000,120
72,29,48480,120
74,29,48600,120
67,20,48720,120
69,20,48720,120
76,25,48720,120
72,27,49200,120
74,27,49320,120
65,19,49440,120
69,19,49440,120
76,24,49440,120
71,27,52080,120
72,27,52200,120
65,19,52320,120
69,19,52320,120
74,24,52320,120
67,14,56160,240
74,16,56160,240
84,32,57120,240
86,29,57360,240
88,36,57600,240
84,30,57840,240
88,30,58080,360
86,27,58440,60
88,27,58500,60
86,34,58560,240
84,30,58800,240
88,32,59040,120
