note,velocity,position,duration
71,42,240,120
68,42,240,120
75,51,240,120
66,51,360,120
75,51,720,120
71,42,720,120
68,42,720,120
66,51,840,120
75,51,1200,120
68,42,1200,120
71,42,1200,120
66,51,1320,120
68,44,1680,120
71,44,1680,120
75,52,1680,120
66,52,1800,120
68,44,2160,120
75,52,2160,120
71,44,2160,120
66,52,2280,120
68,44,2640,120
71,44,2640,120
75,52,2640,120
66,52,2760,120
77,42,3120,120
83,42,3120,120
87,51,3120,120
85,51,3240,120
87,51,3600,120
83,42,3600,120
77,42,3600,120
85,51,3720,120
87,51,4080,120
83,42,4080,120
77,42,4080,120
85,51,4200,120
83,44,4560,120
77,44,4560,120
87,52,4560,120
85,52,4680,120
87,52,5040,120
83,44,5040,120
77,44,5040,120
85,52,5160,120
87,52,5520,120
77,44,5520,120
83,44,5520,120
85,52,5640,120
63,35,6000,120
66,35,6000,120
70,35,6000,120
61,35,6120,118
61,35,6480,60
70,35,6480,60
66,35,6480,60
70,35,6960,60
66,35,6960,60
61,35,6960,60
70,35,7440,120
66,35,7440,120
63,35,7440,120
61,35,7560,118
70,35,7920,60
61,35,7920,60
66,35,7920,60
61,35,8400,60
66,35,8400,60
70,35,8400,60
71,35,8880,120
65,35,8880,120
63,35,8880,120
61,35,9000,118
65,36,9360,120
63,36,9360,120
71,36,9360,120
61,36,9480,120
71,38,9840,120
65,38,9840,120
63,38,9840,120
61,38,9960,120
71,39,10320,120
63,39,10320,120
65,39,10320,120
61,39,10440,120
63,41,10800,120
65,41,10800,120
71,41,10800,120
61,42,10920,118
63,43,11280,120
71,43,11280,120
65,43,11280,120
61,44,11400,120
63,35,11760,120
66,35,11760,120
70,35,11760,120
61,35,11880,118
61,35,12240,60
66,35,12240,60
70,35,12240,60
66,35,12720,60
61,35,12720,60
70,35,12720,60
63,35,13200,120
66,35,13200,120
70,35,13200,120
61,35,13320,118
61,35,13680,60
70,35,13680,60
66,35,13680,60
70,35,14160,60
66,35,14160,60
61,35,14160,60
71,35,14640,120
65,35,14640,120
63,35,14640,120
61,35,14760,120
71,36,15120,120
63,36,15120,120
65,36,15120,120
61,36,15240,120
63,38,15600,120
65,38,15600,120
71,38,15600,120
61,38,15720,120
63,39,16080,120
71,39,16080,120
65,39,16080,120
61,39,16200,120
63,41,16560,120
65,41,16560,120
71,41,16560,120
61,42,16680,120
63,43,17040,120
65,43,17040,120
71,43,17040,120
61,44,17160,120
61,58,17280,360
66,58,17280,360
66,55,17640,120
70,55,17640,120
70,57,17760,120
73,57,17760,120
73,61,18000,120
78,61,18000,120
78,66,18240,120
82,66,18240,120
85,63,18480,120
82,63,18480,120
90,76,18720,240
85,76,18720,240
102,85,19200,480
97,85,19200,480
90,85,19200,480
78,67,20160,240
90,67,20160,240
92,69,20400,240
80,69,20400,240
82,71,20640,480
94,71,20640,480
80,68,21120,240
92,68,21120,240
90,65,21360,180
78,65,21360,180
80,53,21480,60
92,53,21480,60
82,53,21540,60
94,53,21540,60
92,68,21600,480
80,68,21600,480
78,59,22080,240
90,59,22080,240
87,57,22320,240
75,57,22320,240
73,55,22560,480
85,55,22560,480
68,62,23040,240
80,62,23040,240
74,62,23040,480
82,64,23280,240
70,64,23280,240
71,66,23520,480
74,66,23520,480
83,66,23520,480
73,59,24000,480
80,59,24000,240
68,59,24000,240
82,53,24240,240
70,53,24240,240
78,62,24480,240
70,62,24480,240
66,62,24480,240
63,35,24720,120
66,35,24720,120
70,35,24720,120
61,35,24840,120
61,35,25200,60
66,35,25200,60
70,35,25200,60
66,35,25680,60
61,35,25680,60
70,35,25680,60
63,35,26160,120
66,35,26160,120
70,35,26160,120
61,35,26280,118
61,35,26640,60
70,35,26640,60
66,35,26640,60
70,35,27120,60
66,35,27120,60
61,35,27120,60
71,35,27600,120
65,35,27600,120
63,35,27600,120
61,35,27720,120
71,36,28080,120
63,36,28080,120
65,36,28080,120
61,36,28200,120
63,38,28560,120
65,38,28560,120
71,38,28560,120
61,38,28680,120
63,39,29040,120
71,39,29040,120
65,39,29040,120
61,39,29160,120
63,41,29520,120
65,41,29520,120
71,41,29520,120
61,42,29640,120
63,43,30000,120
65,43,30000,120
71,43,30000,120
61,44,30120,120
70,35,30480,120
66,35,30480,120
63,35,30480,120
61,35,30600,118
70,35,30960,60
66,35,30960,60
61,35,30960,60
70,35,31440,60
61,35,31440,60
66,35,31440,60
63,35,31920,120
66,35,31920,120
70,35,31920,120
61,35,32040,118
61,35,32400,60
66,35,32400,60
70,35,32400,60
66,35,32880,60
61,35,32880,60
70,35,32880,60
63,35,33360,120
65,35,33360,120
71,35,33360,120
61,35,33480,120
63,36,33840,120
71,36,33840,120
65,36,33840,120
61,36,33960,120
63,38,34320,120
65,38,34320,120
71,38,34320,120
61,38,34440,120
63,39,34800,120
65,39,34800,120
71,39,34800,120
61,39,34920,120
71,41,35280,120
65,41,35280,120
63,41,35280,120
61,42,35400,118
71,43,35760,120
65,43,35760,120
63,43,35760,120
61,44,35880,120
66,58,36000,360
61,58,36000,360
66,55,36360,120
70,55,36360,120
70,57,36480,120
73,57,36480,120
73,61,36720,120
78,61,36720,120
78,66,36960,120
82,66,36960,120
85,63,37200,120
82,63,37200,120
90,76,37440,240
85,76,37440,240
90,85,37920,480
97,85,37920,480
102,85,37920,480
78,61,38880,240
90,61,38880,240
92,63,39120,240
80,63,39120,240
82,66,39360,480
94,66,39360,480
80,62,39840,240
92,62,39840,240
78,60,40080,180
90,60,40080,180
92,49,40200,60
80,49,40200,60
82,49,40260,60
94,49,40260,60
92,62,40320,480
80,62,40320,480
78,58,40800,240
90,58,40800,240
89,56,41040,240
77,56,41040,240
75,53,41280,480
87,53,41280,480
66,57,41760,960
77,54,42000,240
75,62,42240,480
66,60,42720,480
72,60,42720,240
80,56,42960,240
77,57,43200,240
65,57,43200,240
58,35,43440,120
61,35,43440,120
65,35,43440,120
56,35,43560,115
56,35,43920,60
61,35,43920,60
65,35,43920,60
61,35,44400,60
56,35,44400,60
65,35,44400,60
58,35,44880,120
61,35,44880,120
65,35,44880,120
56,35,45000,110
56,35,45360,60
65,35,45360,60
61,35,45360,60
65,35,45840,60
61,35,45840,60
56,35,45840,60
66,35,46320,120
60,35,46320,120
58,35,46320,120
56,35,46440,110
66,36,46800,120
58,36,46800,120
60,36,46800,120
56,36,46920,120
58,38,47280,120
60,38,47280,120
66,38,47280,120
56,38,47400,120
58,39,47760,120
66,39,47760,120
60,39,47760,120
56,39,47880,120
58,41,48240,120
60,41,48240,120
66,41,48240,120
56,42,48360,110
58,43,48720,120
60,43,48720,120
66,43,48720,120
56,44,48840,120
65,35,49200,120
61,35,49200,120
58,35,49200,120
56,35,49320,110
65,35,49680,60
61,35,49680,60
56,35,49680,60
65,35,50160,60
56,35,50160,60
61,35,50160,60
58,35,50640,120
61,35,50640,120
65,35,50640,120
56,35,50760,110
56,35,51120,60
61,35,51120,60
65,35,51120,60
61,35,51600,60
56,35,51600,60
65,35,51600,60
58,35,52080,120
60,35,52080,120
66,35,52080,120
56,35,52200,110
58,36,52560,120
66,36,52560,120
60,36,52560,120
56,36,52680,120
58,38,53040,120
60,38,53040,120
66,38,53040,120
56,38,53160,120
58,39,53520,120
60,39,53520,120
66,39,53520,120
56,39,53640,120
66,41,54000,120
60,41,54000,120
58,41,54000,120
56,42,54120,110
66,43,54480,120
60,43,54480,120
58,43,54480,120
56,44,54600,120
61,58,54720,360
56,58,54720,360
61,55,55080,118
65,55,55080,120
65,57,55200,120
68,57,55200,120
68,61,55440,120
73,61,55440,120
73,66,55680,120
77,66,55680,120
80,63,55920,120
77,63,55920,120
73,76,56160,240
85,76,56160,240
80,76,56160,240
97,85,56640,480
89,85,56640,480
85,85,56640,480
75,61,57600,240
87,61,57600,240
89,63,57840,240
77,63,57840,240
78,66,58080,480
90,66,58080,480
80,62,58560,240
92,62,58560,240
90,60,58800,180
78,60,58800,180
77,49,58920,60
89,49,58920,60
78,49,58980,60
90,49,58980,60
89,62,59040,480
77,62,59040,480
75,55,59520,240
87,55,59520,240
89,52,59760,240
77,52,59760,240
73,50,60000,480
85,50,60000,480
70,52,60480,240
82,52,60480,240
76,52,60480,480
85,54,60720,240
73,54,60720,240
71,56,60960,480
75,56,60960,480
83,56,60960,480
73,50,61440,480
80,50,61440,240
68,50,61440,240
82,45,61680,240
70,45,61680,240
78,52,61920,240
70,52,61920,240
66,52,61920,240
63,35,62160,120
66,35,62160,120
70,35,62160,120
61,35,62280,110
61,35,62640,60
66,35,62640,60
70,35,62640,60
66,35,63120,60
61,35,63120,60
70,35,63120,60
63,35,63600,120
66,35,63600,120
70,35,63600,120
61,35,63720,110
61,35,64080,60
70,35,64080,60
66,35,64080,60
70,35,64560,60
66,35,64560,60
61,35,64560,60
71,35,65040,120
65,35,65040,120
63,35,65040,120
61,35,65160,110
71,36,65520,120
63,36,65520,120
65,36,65520,120
61,36,65640,120
63,38,66000,120
65,38,66000,120
71,38,66000,120
61,38,66120,120
63,39,66480,120
71,39,66480,120
65,39,66480,120
61,39,66600,120
63,41,66960,120
65,41,66960,120
71,41,66960,120
61,42,67080,120
63,43,67440,120
65,43,67440,120
71,43,67440,120
61,44,67560,120
70,35,67920,120
66,35,67920,120
63,35,67920,120
61,35,68040,110
70,35,68400,60
66,35,68400,60
61,35,68400,60
70,35,68880,60
61,35,68880,60
66,35,68880,60
63,35,69360,120
66,35,69360,120
70,35,69360,120
61,35,69480,110
61,35,69840,60
66,35,69840,60
70,35,69840,60
66,35,70320,60
61,35,70320,60
70,35,70320,60
63,35,70800,120
65,35,70800,120
71,35,70800,120
61,35,70920,110
63,36,71280,120
71,36,71280,120
65,36,71280,120
61,36,71400,120
63,38,71760,120
65,38,71760,120
71,38,71760,120
61,38,71880,120
63,39,72240,120
65,39,72240,120
71,39,72240,120
61,39,72360,120
71,41,72720,120
65,41,72720,120
63,41,72720,120
61,42,72840,120
71,43,73200,120
65,43,73200,120
63,43,73200,120
61,44,73320,120
66,58,73440,360
61,58,73440,360
66,55,73800,120
70,55,73800,120
70,57,73920,120
73,57,73920,120
73,61,74160,120
78,61,74160,120
78,66,74400,120
82,66,74400,120
85,63,74640,120
82,63,74640,120
90,76,74880,240
85,76,74880,240
90,85,75360,480
97,85,75360,480
102,85,75360,480
61,50,76320,120
66,50,76320,120
66,46,76560,120
68,46,76560,120
66,53,76800,480
69,53,76800,480
66,48,77280,120
71,48,77280,120
66,37,77520,120
69,44,77520,120
68,37,77640,60
69,37,77700,60
65,39,77760,480
68,47,77760,480
71,61,78240,480
74,61,78240,240
73,57,78480,240
69,60,78720,480
78,60,78720,480
69,50,79200,480
72,50,79200,480
77,61,79200,240
81,59,79440,240
69,45,79680,480
73,45,79680,480
81,56,79680,480
68,45,80160,480
72,45,80160,480
76,55,80160,480
66,38,80880,120
69,38,80880,120
73,38,80880,120
64,38,81000,110
64,38,81360,60
69,38,81360,60
73,38,81360,60
69,38,81840,60
64,38,81840,60
73,38,81840,60
76,38,81840,60
69,45,82080,120
73,55,82080,120
69,41,82320,120
74,50,82320,120
70,47,82560,480
76,58,82560,480
70,48,83040,120
77,52,83040,120
70,37,83280,120
76,48,83280,120
74,46,83400,60
76,45,83460,60
70,44,83520,480
74,57,83520,480
65,54,84000,120
72,54,84000,120
65,50,84240,120
70,50,84240,120
64,55,84480,480
69,55,84480,480
70,46,84960,480
76,57,84960,240
77,61,85200,240
70,54,85440,480
76,60,85440,480
79,66,85440,480
67,49,85920,480
70,49,85920,240
73,60,85920,480
69,53,86160,240
70,45,86640,120
74,45,86640,120
77,45,86640,120
69,45,86760,120
69,45,87120,60
74,45,87120,60
77,45,87120,60
74,45,87600,60
69,45,87600,60
77,45,87600,60
81,45,87600,60
69,45,87840,120
71,45,87840,120
74,55,87840,120
69,41,88080,120
71,41,88080,120
76,50,88080,120
69,47,88320,480
71,47,88320,480
77,58,88320,480
71,48,88800,120
69,48,88800,120
76,52,88800,120
69,37,89040,120
71,37,89040,120
74,48,89040,120
72,46,89160,60
74,45,89220,60
65,44,89280,480
69,44,89280,480
72,57,89280,480
65,54,89760,240
69,54,89760,240
71,54,89760,240
65,50,90000,240
69,50,90000,240
72,50,90000,240
65,55,90240,480
69,55,90240,480
74,55,90240,480
63,46,90720,480
69,57,90720,240
71,61,90960,240
63,54,91200,480
69,60,91200,480
72,66,91200,480
66,49,91680,480
63,49,91680,480
57,41,91680,480
59,41,91680,480
71,60,91680,480
61,45,92400,120
64,45,92400,120
68,45,92400,120
59,45,92520,120
59,45,92880,60
64,45,92880,60
68,45,92880,60
64,45,93360,60
59,45,93360,60
68,45,93360,60
71,45,93360,60
64,63,93840,240
74,63,93840,240
76,63,93840,240
66,67,94080,240
78,67,94080,240
68,63,94320,240
80,63,94320,240
68,68,94560,480
74,68,94560,240
78,68,94560,240
72,63,94800,240
76,63,94800,240
64,56,95040,240
69,56,95040,240
76,67,95040,240
68,53,95280,120
72,63,95280,120
69,56,95520,120
73,67,95520,120
73,59,95760,120
76,70,95760,120
76,62,96000,120
81,74,96000,120
85,78,96240,120
81,66,96240,120
88,81,96480,240
81,68,96480,240
85,65,96720,240
76,55,96720,240
69,64,96960,240
76,74,96960,240
64,54,97200,240
73,64,97200,240
69,63,97440,480
80,77,97440,240
71,70,97680,240
64,64,97920,240
68,76,97920,240
76,76,97920,240
88,97,98400,240
80,81,98400,240
76,80,98400,240
57,35,99600,120
60,35,99600,120
64,35,99600,120
55,35,99720,110
55,35,100080,60
60,35,100080,60
64,35,100080,60
55,35,100560,60
60,35,100560,60
64,35,100560,60
57,35,101040,120
60,35,101040,120
64,35,101040,120
55,35,101160,110
55,35,101520,60
60,35,101520,60
64,35,101520,60
55,35,102000,60
60,35,102000,60
64,35,102000,60
57,35,102480,120
59,35,102480,120
65,35,102480,120
55,35,102600,110
57,36,102960,120
59,36,102960,120
65,36,102960,120
55,36,103080,120
57,38,103440,120
59,38,103440,120
65,38,103440,120
55,38,103560,120
57,39,103920,120
59,39,103920,120
65,39,103920,120
55,39,104040,120
57,41,104400,120
59,41,104400,120
65,41,104400,120
55,42,104520,110
57,43,104880,120
59,43,104880,120
65,43,104880,120
55,44,105000,120
57,29,105360,120
